,ID,ID2,GEOGRAPHY,EST_T,EST_T_OWNER_OCCUPIED,EST_T_RENTER_OCCUPIED,PCT_EST_T_OWNER_OCCUPIED,PCT_EST_T_RENTER_OCCUPIED
1378,1500000US130670312113,130670312113,"Block Group 3, Census Tract 312.11, Cobb County, Georgia",525,0,525,0.0,100.0
1379,1500000US130670312121,130670312121,"Block Group 1, Census Tract 312.12, Cobb County, Georgia",2476,2373,103,95.8400646204,4.15993537964
1380,1500000US130670313061,130670313061,"Block Group 1, Census Tract 313.06, Cobb County, Georgia",2480,1409,1071,56.814516129,43.185483871
1381,1500000US130670313062,130670313062,"Block Group 2, Census Tract 313.06, Cobb County, Georgia",1495,1232,263,82.4080267559,17.5919732441
1382,1500000US130670313071,130670313071,"Block Group 1, Census Tract 313.07, Cobb County, Georgia",925,811,114,87.6756756757,12.3243243243
1383,1500000US130670313072,130670313072,"Block Group 2, Census Tract 313.07, Cobb County, Georgia",2368,1504,864,63.5135135135,36.4864864865
1384,1500000US130670313073,130670313073,"Block Group 3, Census Tract 313.07, Cobb County, Georgia",2311,1640,671,70.964950238,29.035049762
1385,1500000US130670313081,130670313081,"Block Group 1, Census Tract 313.08, Cobb County, Georgia",917,459,458,50.054525627,49.945474373
1386,1500000US130670313082,130670313082,"Block Group 2, Census Tract 313.08, Cobb County, Georgia",2190,848,1342,38.7214611872,61.2785388128
1387,1500000US130670313083,130670313083,"Block Group 3, Census Tract 313.08, Cobb County, Georgia",2394,1299,1095,54.2606516291,45.7393483709
1388,1500000US130670313091,130670313091,"Block Group 1, Census Tract 313.09, Cobb County, Georgia",1510,1025,485,67.880794702,32.119205298
1389,1500000US130670313092,130670313092,"Block Group 2, Census Tract 313.09, Cobb County, Georgia",1859,1544,315,83.0554061323,16.9445938677
1390,1500000US130670313093,130670313093,"Block Group 3, Census Tract 313.09, Cobb County, Georgia",2941,2258,683,76.7766065964,23.2233934036
1391,1500000US130670313094,130670313094,"Block Group 4, Census Tract 313.09, Cobb County, Georgia",2025,1751,274,86.4691358025,13.5308641975
1392,1500000US130670313101,130670313101,"Block Group 1, Census Tract 313.10, Cobb County, Georgia",1687,388,1299,22.9994072318,77.0005927682
1393,1500000US130670313102,130670313102,"Block Group 2, Census Tract 313.10, Cobb County, Georgia",3504,1274,2230,36.3584474886,63.6415525114
1394,1500000US130670313103,130670313103,"Block Group 3, Census Tract 313.10, Cobb County, Georgia",2440,258,2182,10.5737704918,89.4262295082
1395,1500000US130670313111,130670313111,"Block Group 1, Census Tract 313.11, Cobb County, Georgia",3783,1558,2225,41.184245308,58.815754692
1396,1500000US130670313112,130670313112,"Block Group 2, Census Tract 313.11, Cobb County, Georgia",2728,1147,1581,42.0454545455,57.9545454545
1397,1500000US130670313113,130670313113,"Block Group 3, Census Tract 313.11, Cobb County, Georgia",2887,943,1944,32.6636647038,67.3363352962
1398,1500000US130670313121,130670313121,"Block Group 1, Census Tract 313.12, Cobb County, Georgia",1343,602,741,44.825018615,55.174981385
1399,1500000US130670313122,130670313122,"Block Group 2, Census Tract 313.12, Cobb County, Georgia",557,445,112,79.8922800718,20.1077199282
1400,1500000US130670313123,130670313123,"Block Group 3, Census Tract 313.12, Cobb County, Georgia",4775,3997,778,83.7068062827,16.2931937173
1401,1500000US130670313124,130670313124,"Block Group 4, Census Tract 313.12, Cobb County, Georgia",2872,2224,648,77.4373259053,22.5626740947
1402,1500000US130670313131,130670313131,"Block Group 1, Census Tract 313.13, Cobb County, Georgia",7154,5795,1359,81.0036343304,18.9963656696
1403,1500000US130670313132,130670313132,"Block Group 2, Census Tract 313.13, Cobb County, Georgia",3171,2575,596,81.2046672974,18.7953327026
1404,1500000US130670314041,130670314041,"Block Group 1, Census Tract 314.04, Cobb County, Georgia",1000,1000,0,100.0,0.0
1405,1500000US130670314042,130670314042,"Block Group 2, Census Tract 314.04, Cobb County, Georgia",2996,2098,898,70.0267022697,29.9732977303
1406,1500000US130670314043,130670314043,"Block Group 3, Census Tract 314.04, Cobb County, Georgia",1281,998,283,77.9078844653,22.0921155347
1407,1500000US130670314044,130670314044,"Block Group 4, Census Tract 314.04, Cobb County, Georgia",458,296,162,64.6288209607,35.3711790393
1408,1500000US130670314051,130670314051,"Block Group 1, Census Tract 314.05, Cobb County, Georgia",1690,1095,595,64.7928994083,35.2071005917
1409,1500000US130670314052,130670314052,"Block Group 2, Census Tract 314.05, Cobb County, Georgia",2892,2440,452,84.3706777317,15.6293222683
1410,1500000US130670314053,130670314053,"Block Group 3, Census Tract 314.05, Cobb County, Georgia",1181,656,525,55.5461473328,44.4538526672
1411,1500000US130670314054,130670314054,"Block Group 4, Census Tract 314.05, Cobb County, Georgia",1504,1052,452,69.9468085106,30.0531914894
1412,1500000US130670314055,130670314055,"Block Group 5, Census Tract 314.05, Cobb County, Georgia",1093,420,673,38.4263494968,61.5736505032
1413,1500000US130670314061,130670314061,"Block Group 1, Census Tract 314.06, Cobb County, Georgia",1025,274,751,26.7317073171,73.2682926829
1414,1500000US130670314062,130670314062,"Block Group 2, Census Tract 314.06, Cobb County, Georgia",2725,772,1953,28.3302752294,71.6697247706
1415,1500000US130670314063,130670314063,"Block Group 3, Census Tract 314.06, Cobb County, Georgia",3415,1062,2353,31.0980966325,68.9019033675
1416,1500000US130670314081,130670314081,"Block Group 1, Census Tract 314.08, Cobb County, Georgia",838,373,465,44.5107398568,55.4892601432
1417,1500000US130670314082,130670314082,"Block Group 2, Census Tract 314.08, Cobb County, Georgia",3634,2558,1076,70.3907539901,29.6092460099
1418,1500000US130670314083,130670314083,"Block Group 3, Census Tract 314.08, Cobb County, Georgia",1156,545,611,47.1453287197,52.8546712803
1419,1500000US130670314091,130670314091,"Block Group 1, Census Tract 314.09, Cobb County, Georgia",2805,1984,821,70.7308377897,29.2691622103
1420,1500000US130670314092,130670314092,"Block Group 2, Census Tract 314.09, Cobb County, Georgia",2175,1296,879,59.5862068966,40.4137931034
1421,1500000US130670315031,130670315031,"Block Group 1, Census Tract 315.03, Cobb County, Georgia",1408,1158,250,82.2443181818,17.7556818182
1422,1500000US130670315032,130670315032,"Block Group 2, Census Tract 315.03, Cobb County, Georgia",3049,2459,590,80.6493932437,19.3506067563
1423,1500000US130670315033,130670315033,"Block Group 3, Census Tract 315.03, Cobb County, Georgia",3445,2258,1187,65.5442670537,34.4557329463
1424,1500000US130670315034,130670315034,"Block Group 4, Census Tract 315.03, Cobb County, Georgia",2159,1786,373,82.723483094,17.276516906
1425,1500000US130670315051,130670315051,"Block Group 1, Census Tract 315.05, Cobb County, Georgia",2435,1111,1324,45.6262833676,54.3737166324
1426,1500000US130670315052,130670315052,"Block Group 2, Census Tract 315.05, Cobb County, Georgia",1647,1240,407,75.2884031573,24.7115968427
1427,1500000US130670315053,130670315053,"Block Group 3, Census Tract 315.05, Cobb County, Georgia",1853,1628,225,87.8575283324,12.1424716676
1428,1500000US130670315061,130670315061,"Block Group 1, Census Tract 315.06, Cobb County, Georgia",2092,1669,423,79.7801147228,20.2198852772
1429,1500000US130670315062,130670315062,"Block Group 2, Census Tract 315.06, Cobb County, Georgia",1885,1454,431,77.1352785146,22.8647214854
1430,1500000US130670315063,130670315063,"Block Group 3, Census Tract 315.06, Cobb County, Georgia",627,381,246,60.7655502392,39.2344497608
1431,1500000US130670315071,130670315071,"Block Group 1, Census Tract 315.07, Cobb County, Georgia",2251,1728,523,76.7658818303,23.2341181697
1432,1500000US130670315072,130670315072,"Block Group 2, Census Tract 315.07, Cobb County, Georgia",1274,809,465,63.5007849294,36.4992150706
1433,1500000US130670315081,130670315081,"Block Group 1, Census Tract 315.08, Cobb County, Georgia",1651,1087,564,65.8388855239,34.1611144761
1434,1500000US130670315082,130670315082,"Block Group 2, Census Tract 315.08, Cobb County, Georgia",3422,3072,350,89.772063121,10.227936879
1435,1500000US130670315091,130670315091,"Block Group 1, Census Tract 315.09, Cobb County, Georgia",2360,2203,157,93.3474576271,6.65254237288
1436,1500000US130670315092,130670315092,"Block Group 2, Census Tract 315.09, Cobb County, Georgia",1958,1755,203,89.6322778345,10.3677221655
1437,1500000US130670315093,130670315093,"Block Group 3, Census Tract 315.09, Cobb County, Georgia",1698,1183,515,69.6702002356,30.3297997644
1438,1500000US130670315094,130670315094,"Block Group 4, Census Tract 315.09, Cobb County, Georgia",2097,1634,463,77.9208392942,22.0791607058
1439,1500000US130670315095,130670315095,"Block Group 5, Census Tract 315.09, Cobb County, Georgia",2018,1965,53,97.3736372646,2.62636273538
1440,1500000US130690101001,130690101001,"Block Group 1, Census Tract 101, Coffee County, Georgia",811,545,266,67.2009864365,32.7990135635
1441,1500000US130690101002,130690101002,"Block Group 2, Census Tract 101, Coffee County, Georgia",708,565,143,79.802259887,20.197740113
1442,1500000US130690101003,130690101003,"Block Group 3, Census Tract 101, Coffee County, Georgia",1917,1520,397,79.2905581638,20.7094418362
1443,1500000US130690102001,130690102001,"Block Group 1, Census Tract 102, Coffee County, Georgia",1884,1825,59,96.8683651805,3.13163481953
1444,1500000US130690102002,130690102002,"Block Group 2, Census Tract 102, Coffee County, Georgia",1033,929,104,89.9322362052,10.0677637948
1445,1500000US130690103001,130690103001,"Block Group 1, Census Tract 103, Coffee County, Georgia",1624,1266,358,77.9556650246,22.0443349754
1446,1500000US130690103002,130690103002,"Block Group 2, Census Tract 103, Coffee County, Georgia",1420,1033,387,72.7464788732,27.2535211268
1447,1500000US130690104001,130690104001,"Block Group 1, Census Tract 104, Coffee County, Georgia",2172,1098,1074,50.5524861878,49.4475138122
1448,1500000US130690104002,130690104002,"Block Group 2, Census Tract 104, Coffee County, Georgia",386,226,160,58.5492227979,41.4507772021
1449,1500000US130690104003,130690104003,"Block Group 3, Census Tract 104, Coffee County, Georgia",706,588,118,83.2861189802,16.7138810198
1450,1500000US130690104004,130690104004,"Block Group 4, Census Tract 104, Coffee County, Georgia",1134,573,561,50.5291005291,49.4708994709
1451,1500000US130690105001,130690105001,"Block Group 1, Census Tract 105, Coffee County, Georgia",731,441,290,60.3283173735,39.6716826265
1452,1500000US130690105002,130690105002,"Block Group 2, Census Tract 105, Coffee County, Georgia",691,292,399,42.2575976845,57.7424023155
1453,1500000US130690105003,130690105003,"Block Group 3, Census Tract 105, Coffee County, Georgia",1889,897,992,47.4854420328,52.5145579672
1454,1500000US130690106001,130690106001,"Block Group 1, Census Tract 106, Coffee County, Georgia",2806,2632,174,93.7990021383,6.20099786172
1455,1500000US130690106002,130690106002,"Block Group 2, Census Tract 106, Coffee County, Georgia",1371,887,484,64.69730124,35.30269876
1456,1500000US130690106003,130690106003,"Block Group 3, Census Tract 106, Coffee County, Georgia",1474,1304,170,88.4667571235,11.5332428765
1457,1500000US130690107001,130690107001,"Block Group 1, Census Tract 107, Coffee County, Georgia",1431,1123,308,78.4765897973,21.5234102027
1458,1500000US130690107002,130690107002,"Block Group 2, Census Tract 107, Coffee County, Georgia",811,511,300,63.0086313194,36.9913686806
1459,1500000US130690107003,130690107003,"Block Group 3, Census Tract 107, Coffee County, Georgia",750,175,575,23.3333333333,76.6666666667
1460,1500000US130690107004,130690107004,"Block Group 4, Census Tract 107, Coffee County, Georgia",3138,1614,1524,51.4340344168,48.5659655832
1461,1500000US130690108011,130690108011,"Block Group 1, Census Tract 108.01, Coffee County, Georgia",2158,1849,309,85.6811862836,14.3188137164
1462,1500000US130690108012,130690108012,"Block Group 2, Census Tract 108.01, Coffee County, Georgia",2695,1790,905,66.4192949907,33.5807050093
1463,1500000US130690108013,130690108013,"Block Group 3, Census Tract 108.01, Coffee County, Georgia",827,187,640,22.6118500605,77.3881499395
1464,1500000US130690108021,130690108021,"Block Group 1, Census Tract 108.02, Coffee County, Georgia",1004,682,322,67.9282868526,32.0717131474
1465,1500000US130690108022,130690108022,"Block Group 2, Census Tract 108.02, Coffee County, Georgia",1980,735,1245,37.1212121212,62.8787878788
1466,1500000US130690108023,130690108023,"Block Group 3, Census Tract 108.02, Coffee County, Georgia",1515,744,771,49.1089108911,50.8910891089
1467,1500000US130719701001,130719701001,"Block Group 1, Census Tract 9701, Colquitt County, Georgia",2317,1807,510,77.988778593,22.011221407
1468,1500000US130719701002,130719701002,"Block Group 2, Census Tract 9701, Colquitt County, Georgia",2955,1883,1072,63.7225042301,36.2774957699
1469,1500000US130719702001,130719702001,"Block Group 1, Census Tract 9702, Colquitt County, Georgia",1554,984,570,63.3204633205,36.6795366795
1470,1500000US130719702002,130719702002,"Block Group 2, Census Tract 9702, Colquitt County, Georgia",1366,1088,278,79.6486090776,20.3513909224
1471,1500000US130719703001,130719703001,"Block Group 1, Census Tract 9703, Colquitt County, Georgia",1294,1016,278,78.5162287481,21.4837712519
1472,1500000US130719703002,130719703002,"Block Group 2, Census Tract 9703, Colquitt County, Georgia",1406,770,636,54.7652916074,45.2347083926
1473,1500000US130719703003,130719703003,"Block Group 3, Census Tract 9703, Colquitt County, Georgia",819,66,753,8.05860805861,91.9413919414
1474,1500000US130719703004,130719703004,"Block Group 4, Census Tract 9703, Colquitt County, Georgia",521,103,418,19.7696737044,80.2303262956
1475,1500000US130719703005,130719703005,"Block Group 5, Census Tract 9703, Colquitt County, Georgia",1095,454,641,41.4611872146,58.5388127854
1476,1500000US130719704001,130719704001,"Block Group 1, Census Tract 9704, Colquitt County, Georgia",1313,855,458,65.1180502666,34.8819497334
1477,1500000US130719704002,130719704002,"Block Group 2, Census Tract 9704, Colquitt County, Georgia",1059,648,411,61.1898016997,38.8101983003
1478,1500000US130719704003,130719704003,"Block Group 3, Census Tract 9704, Colquitt County, Georgia",743,285,458,38.3580080754,61.6419919246
1479,1500000US130719705001,130719705001,"Block Group 1, Census Tract 9705, Colquitt County, Georgia",1524,1282,242,84.1207349081,15.8792650919
1480,1500000US130719705002,130719705002,"Block Group 2, Census Tract 9705, Colquitt County, Georgia",1651,1366,285,82.7377347062,17.2622652938
1481,1500000US130719706001,130719706001,"Block Group 1, Census Tract 9706, Colquitt County, Georgia",2115,1952,163,92.293144208,7.70685579196
1482,1500000US130719706002,130719706002,"Block Group 2, Census Tract 9706, Colquitt County, Georgia",2078,1747,331,84.0712223292,15.9287776708
1483,1500000US130719706003,130719706003,"Block Group 3, Census Tract 9706, Colquitt County, Georgia",2252,2030,222,90.1420959147,9.85790408526
1484,1500000US130719707011,130719707011,"Block Group 1, Census Tract 9707.01, Colquitt County, Georgia",1252,596,656,47.6038338658,52.3961661342
1485,1500000US130719707012,130719707012,"Block Group 2, Census Tract 9707.01, Colquitt County, Georgia",1338,911,427,68.086696562,31.913303438
1486,1500000US130719707013,130719707013,"Block Group 3, Census Tract 9707.01, Colquitt County, Georgia",3028,1843,1185,60.8652575958,39.1347424042
1487,1500000US130719707014,130719707014,"Block Group 4, Census Tract 9707.01, Colquitt County, Georgia",1121,158,963,14.09455843,85.90544157
1488,1500000US130719707021,130719707021,"Block Group 1, Census Tract 9707.02, Colquitt County, Georgia",2282,860,1422,37.6862401402,62.3137598598
1489,1500000US130719708001,130719708001,"Block Group 1, Census Tract 9708, Colquitt County, Georgia",1650,1023,627,62.0,38.0
1490,1500000US130719708002,130719708002,"Block Group 2, Census Tract 9708, Colquitt County, Georgia",763,412,351,53.997378768,46.002621232
1491,1500000US130719708003,130719708003,"Block Group 3, Census Tract 9708, Colquitt County, Georgia",475,77,398,16.2105263158,83.7894736842
1492,1500000US130719708004,130719708004,"Block Group 4, Census Tract 9708, Colquitt County, Georgia",368,168,200,45.652173913,54.347826087
1493,1500000US130719709001,130719709001,"Block Group 1, Census Tract 9709, Colquitt County, Georgia",1962,1353,609,68.9602446483,31.0397553517
1494,1500000US130719709002,130719709002,"Block Group 2, Census Tract 9709, Colquitt County, Georgia",1177,1119,58,95.0722175021,4.92778249788
1495,1500000US130719709003,130719709003,"Block Group 3, Census Tract 9709, Colquitt County, Georgia",2146,1339,807,62.3951537745,37.6048462255
1496,1500000US130719709004,130719709004,"Block Group 4, Census Tract 9709, Colquitt County, Georgia",1387,1198,189,86.3734679164,13.6265320836
1497,1500000US130730301021,130730301021,"Block Group 1, Census Tract 301.02, Columbia County, Georgia",965,965,0,100.0,0.0
1498,1500000US130730301022,130730301022,"Block Group 2, Census Tract 301.02, Columbia County, Georgia",2139,1951,188,91.2108461898,8.78915381019
1499,1500000US130730301023,130730301023,"Block Group 3, Census Tract 301.02, Columbia County, Georgia",2195,2059,136,93.8041002278,6.19589977221
1500,1500000US130730301024,130730301024,"Block Group 4, Census Tract 301.02, Columbia County, Georgia",2591,2591,0,100.0,0.0
1501,1500000US130730301025,130730301025,"Block Group 5, Census Tract 301.02, Columbia County, Georgia",2036,1572,464,77.21021611,22.78978389
1502,1500000US130730301031,130730301031,"Block Group 1, Census Tract 301.03, Columbia County, Georgia",3362,2765,597,82.242712671,17.757287329
1503,1500000US130730301051,130730301051,"Block Group 1, Census Tract 301.05, Columbia County, Georgia",1554,1225,329,78.8288288288,21.1711711712
1504,1500000US130730301052,130730301052,"Block Group 2, Census Tract 301.05, Columbia County, Georgia",3243,1996,1247,61.5479494295,38.4520505705
1505,1500000US130730301053,130730301053,"Block Group 3, Census Tract 301.05, Columbia County, Georgia",727,602,125,82.8060522696,17.1939477304
1506,1500000US130730301061,130730301061,"Block Group 1, Census Tract 301.06, Columbia County, Georgia",2572,1724,848,67.0295489891,32.9704510109
1507,1500000US130730301062,130730301062,"Block Group 2, Census Tract 301.06, Columbia County, Georgia",1270,862,408,67.874015748,32.125984252
1508,1500000US130730302011,130730302011,"Block Group 1, Census Tract 302.01, Columbia County, Georgia",2202,1632,570,74.1144414169,25.8855585831
1509,1500000US130730302012,130730302012,"Block Group 2, Census Tract 302.01, Columbia County, Georgia",3312,2889,423,87.2282608696,12.7717391304
1510,1500000US130730302013,130730302013,"Block Group 3, Census Tract 302.01, Columbia County, Georgia",615,359,256,58.3739837398,41.6260162602
1511,1500000US130730302021,130730302021,"Block Group 1, Census Tract 302.02, Columbia County, Georgia",3245,2138,1107,65.8859784284,34.1140215716
1512,1500000US130730302031,130730302031,"Block Group 1, Census Tract 302.03, Columbia County, Georgia",1456,1415,41,97.1840659341,2.81593406593
1513,1500000US130730302032,130730302032,"Block Group 2, Census Tract 302.03, Columbia County, Georgia",1417,1208,209,85.2505292872,14.7494707128
1514,1500000US130730302033,130730302033,"Block Group 3, Census Tract 302.03, Columbia County, Georgia",778,45,733,5.78406169666,94.2159383033
1515,1500000US130730302034,130730302034,"Block Group 4, Census Tract 302.03, Columbia County, Georgia",2665,2183,482,81.91369606,18.08630394
1516,1500000US130730303021,130730303021,"Block Group 1, Census Tract 303.02, Columbia County, Georgia",1299,1093,206,84.1416474211,15.8583525789
1517,1500000US130730303022,130730303022,"Block Group 2, Census Tract 303.02, Columbia County, Georgia",3518,2829,689,80.4150085276,19.5849914724
1518,1500000US130730303023,130730303023,"Block Group 3, Census Tract 303.02, Columbia County, Georgia",941,896,45,95.2178533475,4.7821466525
1519,1500000US130730303024,130730303024,"Block Group 4, Census Tract 303.02, Columbia County, Georgia",1758,1758,0,100.0,0.0
1520,1500000US130730303025,130730303025,"Block Group 5, Census Tract 303.02, Columbia County, Georgia",3007,2346,661,78.0179580978,21.9820419022
1521,1500000US130730303041,130730303041,"Block Group 1, Census Tract 303.04, Columbia County, Georgia",1724,1374,350,79.6983758701,20.3016241299
1522,1500000US130730303042,130730303042,"Block Group 2, Census Tract 303.04, Columbia County, Georgia",5469,4712,757,86.158347047,13.841652953
1523,1500000US130730303061,130730303061,"Block Group 1, Census Tract 303.06, Columbia County, Georgia",3610,3107,503,86.0664819945,13.9335180055
1524,1500000US130730303062,130730303062,"Block Group 2, Census Tract 303.06, Columbia County, Georgia",1977,1382,595,69.9038947901,30.0961052099
1525,1500000US130730303071,130730303071,"Block Group 1, Census Tract 303.07, Columbia County, Georgia",1432,1263,169,88.1983240223,11.8016759777
1526,1500000US130730303072,130730303072,"Block Group 2, Census Tract 303.07, Columbia County, Georgia",1556,1524,32,97.9434447301,2.05655526992
1527,1500000US130730303073,130730303073,"Block Group 3, Census Tract 303.07, Columbia County, Georgia",2619,2591,28,98.9308896525,1.06911034746
1528,1500000US130730303074,130730303074,"Block Group 4, Census Tract 303.07, Columbia County, Georgia",1316,568,748,43.1610942249,56.8389057751
1529,1500000US130730303081,130730303081,"Block Group 1, Census Tract 303.08, Columbia County, Georgia",3320,3071,249,92.5,7.5
1530,1500000US130730303082,130730303082,"Block Group 2, Census Tract 303.08, Columbia County, Georgia",6402,5128,1274,80.0999687598,19.9000312402
1531,1500000US130730303091,130730303091,"Block Group 1, Census Tract 303.09, Columbia County, Georgia",4409,3330,1079,75.5273304604,24.4726695396
1532,1500000US130730303092,130730303092,"Block Group 2, Census Tract 303.09, Columbia County, Georgia",1740,1177,563,67.6436781609,32.3563218391
1533,1500000US130730303093,130730303093,"Block Group 3, Census Tract 303.09, Columbia County, Georgia",2061,1065,996,51.673944687,48.326055313
1534,1500000US130730303094,130730303094,"Block Group 4, Census Tract 303.09, Columbia County, Georgia",2780,2606,174,93.7410071942,6.25899280576
1535,1500000US130730304011,130730304011,"Block Group 1, Census Tract 304.01, Columbia County, Georgia",1267,941,326,74.2699289661,25.7300710339
1536,1500000US130730304012,130730304012,"Block Group 2, Census Tract 304.01, Columbia County, Georgia",934,895,39,95.8244111349,4.1755888651
1537,1500000US130730304021,130730304021,"Block Group 1, Census Tract 304.02, Columbia County, Georgia",1935,1810,125,93.5400516796,6.45994832041
1538,1500000US130730304022,130730304022,"Block Group 2, Census Tract 304.02, Columbia County, Georgia",5668,4045,1623,71.3655610445,28.6344389555
1539,1500000US130730304023,130730304023,"Block Group 3, Census Tract 304.02, Columbia County, Georgia",2060,1614,446,78.3495145631,21.6504854369
1540,1500000US130730305031,130730305031,"Block Group 1, Census Tract 305.03, Columbia County, Georgia",2541,2009,532,79.0633608815,20.9366391185
1541,1500000US130730305032,130730305032,"Block Group 2, Census Tract 305.03, Columbia County, Georgia",2419,1420,999,58.7019429516,41.2980570484
1542,1500000US130730305033,130730305033,"Block Group 3, Census Tract 305.03, Columbia County, Georgia",2805,2516,289,89.696969697,10.303030303
1543,1500000US130730305041,130730305041,"Block Group 1, Census Tract 305.04, Columbia County, Georgia",2141,1648,493,76.9733769267,23.0266230733
1544,1500000US130730305042,130730305042,"Block Group 2, Census Tract 305.04, Columbia County, Georgia",1184,1113,71,94.0033783784,5.99662162162
1545,1500000US130730305051,130730305051,"Block Group 1, Census Tract 305.05, Columbia County, Georgia",6922,4771,2151,68.925166137,31.074833863
1546,1500000US130730305061,130730305061,"Block Group 1, Census Tract 305.06, Columbia County, Georgia",4864,4332,532,89.0625,10.9375
1547,1500000US130730305062,130730305062,"Block Group 2, Census Tract 305.06, Columbia County, Georgia",975,395,580,40.5128205128,59.4871794872
1548,1500000US130730305063,130730305063,"Block Group 3, Census Tract 305.06, Columbia County, Georgia",2516,1437,1079,57.1144674086,42.8855325914
1549,1500000US130730305064,130730305064,"Block Group 4, Census Tract 305.06, Columbia County, Georgia",3166,2299,867,72.6152874289,27.3847125711
1550,1500000US130730306031,130730306031,"Block Group 1, Census Tract 306.03, Columbia County, Georgia",2791,1844,947,66.0695091365,33.9304908635
1551,1500000US130730306032,130730306032,"Block Group 2, Census Tract 306.03, Columbia County, Georgia",2219,688,1531,31.0049571879,68.9950428121
1552,1500000US130759601001,130759601001,"Block Group 1, Census Tract 9601, Cook County, Georgia",1359,953,406,70.1250919794,29.8749080206
1553,1500000US130759601002,130759601002,"Block Group 2, Census Tract 9601, Cook County, Georgia",776,694,82,89.4329896907,10.5670103093
1554,1500000US130759602001,130759602001,"Block Group 1, Census Tract 9602, Cook County, Georgia",538,374,164,69.5167286245,30.4832713755
1555,1500000US130759602002,130759602002,"Block Group 2, Census Tract 9602, Cook County, Georgia",1137,742,395,65.2594547054,34.7405452946
1556,1500000US130759602003,130759602003,"Block Group 3, Census Tract 9602, Cook County, Georgia",865,518,347,59.8843930636,40.1156069364
1557,1500000US130759602004,130759602004,"Block Group 4, Census Tract 9602, Cook County, Georgia",730,250,480,34.2465753425,65.7534246575
1558,1500000US130759602005,130759602005,"Block Group 5, Census Tract 9602, Cook County, Georgia",601,235,366,39.1014975042,60.8985024958
1559,1500000US130759603001,130759603001,"Block Group 1, Census Tract 9603, Cook County, Georgia",1633,1063,570,65.0949173301,34.9050826699
1560,1500000US130759603002,130759603002,"Block Group 2, Census Tract 9603, Cook County, Georgia",1317,1203,114,91.3439635535,8.65603644647
1561,1500000US130759603003,130759603003,"Block Group 3, Census Tract 9603, Cook County, Georgia",1435,1054,381,73.4494773519,26.5505226481
1562,1500000US130759603004,130759603004,"Block Group 4, Census Tract 9603, Cook County, Georgia",764,459,305,60.0785340314,39.9214659686
1563,1500000US130759603005,130759603005,"Block Group 5, Census Tract 9603, Cook County, Georgia",775,411,364,53.0322580645,46.9677419355
1564,1500000US130759604001,130759604001,"Block Group 1, Census Tract 9604, Cook County, Georgia",2415,1588,827,65.7556935818,34.2443064182
1565,1500000US130759604002,130759604002,"Block Group 2, Census Tract 9604, Cook County, Georgia",1748,1160,588,66.3615560641,33.6384439359
1566,1500000US130759604003,130759604003,"Block Group 3, Census Tract 9604, Cook County, Georgia",775,364,411,46.9677419355,53.0322580645
1567,1500000US130771701001,130771701001,"Block Group 1, Census Tract 1701, Coweta County, Georgia",2152,1523,629,70.7713754647,29.2286245353
1568,1500000US130771701002,130771701002,"Block Group 2, Census Tract 1701, Coweta County, Georgia",3769,2738,1031,72.6452639958,27.3547360042
1569,1500000US130771701003,130771701003,"Block Group 3, Census Tract 1701, Coweta County, Georgia",1695,1504,191,88.7315634218,11.2684365782
1570,1500000US130771702001,130771702001,"Block Group 1, Census Tract 1702, Coweta County, Georgia",3404,2560,844,75.205640423,24.794359577
1571,1500000US130771702002,130771702002,"Block Group 2, Census Tract 1702, Coweta County, Georgia",1389,917,472,66.0187185025,33.9812814975
1572,1500000US130771702003,130771702003,"Block Group 3, Census Tract 1702, Coweta County, Georgia",685,318,367,46.4233576642,53.5766423358
1573,1500000US130771702004,130771702004,"Block Group 4, Census Tract 1702, Coweta County, Georgia",1483,1020,463,68.7795010115,31.2204989885
1574,1500000US130771703031,130771703031,"Block Group 1, Census Tract 1703.03, Coweta County, Georgia",5214,4965,249,95.2243958573,4.77560414269
1575,1500000US130771703041,130771703041,"Block Group 1, Census Tract 1703.04, Coweta County, Georgia",1248,961,287,77.0032051282,22.9967948718
1576,1500000US130771703042,130771703042,"Block Group 2, Census Tract 1703.04, Coweta County, Georgia",3378,2002,1376,59.2658377738,40.7341622262
1577,1500000US130771703043,130771703043,"Block Group 3, Census Tract 1703.04, Coweta County, Georgia",2056,1491,565,72.5194552529,27.4805447471
1578,1500000US130771703051,130771703051,"Block Group 1, Census Tract 1703.05, Coweta County, Georgia",2920,991,1929,33.9383561644,66.0616438356
1579,1500000US130771703052,130771703052,"Block Group 2, Census Tract 1703.05, Coweta County, Georgia",5466,984,4482,18.0021953897,81.9978046103
1580,1500000US130771703053,130771703053,"Block Group 3, Census Tract 1703.05, Coweta County, Georgia",1878,1515,363,80.6709265176,19.3290734824
1581,1500000US130771703061,130771703061,"Block Group 1, Census Tract 1703.06, Coweta County, Georgia",578,534,44,92.3875432526,7.6124567474
1582,1500000US130771703062,130771703062,"Block Group 2, Census Tract 1703.06, Coweta County, Georgia",3631,2552,1079,70.2836684109,29.7163315891
1583,1500000US130771703063,130771703063,"Block Group 3, Census Tract 1703.06, Coweta County, Georgia",3968,1938,2030,48.8407258065,51.1592741935
1584,1500000US130771704021,130771704021,"Block Group 1, Census Tract 1704.02, Coweta County, Georgia",1623,951,672,58.595194085,41.404805915
