,ID,ID2,GEOGRAPHY,EST_T,EST_T_NOT_HISPANIC_OR_LATINO,EST_T_HISPANIC_OR_LATINO,PCT_Latino
2590,1500000US131210012022,131210012022,"Block Group 2, Census Tract 12.02, Fulton County, Georgia",1442,1410,32,2.21914008322
2591,1500000US131210013001,131210013001,"Block Group 1, Census Tract 13, Fulton County, Georgia",2299,2119,180,7.82949108308
2592,1500000US131210013002,131210013002,"Block Group 2, Census Tract 13, Fulton County, Georgia",1062,983,79,7.43879472693
2593,1500000US131210013003,131210013003,"Block Group 3, Census Tract 13, Fulton County, Georgia",1168,1065,103,8.81849315068
2594,1500000US131210014001,131210014001,"Block Group 1, Census Tract 14, Fulton County, Georgia",1411,1367,44,3.11835577605
2595,1500000US131210014002,131210014002,"Block Group 2, Census Tract 14, Fulton County, Georgia",826,800,26,3.14769975787
2596,1500000US131210015001,131210015001,"Block Group 1, Census Tract 15, Fulton County, Georgia",1384,1360,24,1.73410404624
2597,1500000US131210015002,131210015002,"Block Group 2, Census Tract 15, Fulton County, Georgia",1308,1088,220,16.8195718654
2598,1500000US131210015003,131210015003,"Block Group 3, Census Tract 15, Fulton County, Georgia",774,714,60,7.7519379845
2599,1500000US131210015004,131210015004,"Block Group 4, Census Tract 15, Fulton County, Georgia",900,878,22,2.44444444444
2600,1500000US131210016001,131210016001,"Block Group 1, Census Tract 16, Fulton County, Georgia",2090,2029,61,2.91866028708
2601,1500000US131210017001,131210017001,"Block Group 1, Census Tract 17, Fulton County, Georgia",2620,2492,128,4.88549618321
2602,1500000US131210017002,131210017002,"Block Group 2, Census Tract 17, Fulton County, Georgia",1111,1050,61,5.49054905491
2603,1500000US131210018001,131210018001,"Block Group 1, Census Tract 18, Fulton County, Georgia",2684,2604,80,2.98062593145
2604,1500000US131210018002,131210018002,"Block Group 2, Census Tract 18, Fulton County, Georgia",763,752,11,1.44167758847
2605,1500000US131210018003,131210018003,"Block Group 3, Census Tract 18, Fulton County, Georgia",1082,1058,24,2.21811460259
2606,1500000US131210019001,131210019001,"Block Group 1, Census Tract 19, Fulton County, Georgia",2837,2645,192,6.76771237222
2607,1500000US131210019002,131210019002,"Block Group 2, Census Tract 19, Fulton County, Georgia",2140,2063,77,3.59813084112
2608,1500000US131210021001,131210021001,"Block Group 1, Census Tract 21, Fulton County, Georgia",2785,2762,23,0.825852782765
2609,1500000US131210023001,131210023001,"Block Group 1, Census Tract 23, Fulton County, Georgia",335,335,0,0.0
2610,1500000US131210023002,131210023002,"Block Group 2, Census Tract 23, Fulton County, Georgia",462,462,0,0.0
2611,1500000US131210023003,131210023003,"Block Group 3, Census Tract 23, Fulton County, Georgia",447,447,0,0.0
2612,1500000US131210024001,131210024001,"Block Group 1, Census Tract 24, Fulton County, Georgia",1432,1427,5,0.349162011173
2613,1500000US131210024002,131210024002,"Block Group 2, Census Tract 24, Fulton County, Georgia",1072,1072,0,0.0
2614,1500000US131210025001,131210025001,"Block Group 1, Census Tract 25, Fulton County, Georgia",1596,1569,27,1.69172932331
2615,1500000US131210025002,131210025002,"Block Group 2, Census Tract 25, Fulton County, Georgia",609,592,17,2.79146141215
2616,1500000US131210026001,131210026001,"Block Group 1, Census Tract 26, Fulton County, Georgia",1229,1121,108,8.78763222132
2617,1500000US131210028001,131210028001,"Block Group 1, Census Tract 28, Fulton County, Georgia",4148,3777,371,8.94406943105
2618,1500000US131210028002,131210028002,"Block Group 2, Census Tract 28, Fulton County, Georgia",506,484,22,4.34782608696
2619,1500000US131210029001,131210029001,"Block Group 1, Census Tract 29, Fulton County, Georgia",2578,2481,97,3.76260667184
2620,1500000US131210030001,131210030001,"Block Group 1, Census Tract 30, Fulton County, Georgia",1472,1429,43,2.92119565217
2621,1500000US131210030002,131210030002,"Block Group 2, Census Tract 30, Fulton County, Georgia",1605,1425,180,11.214953271
2622,1500000US131210031001,131210031001,"Block Group 1, Census Tract 31, Fulton County, Georgia",971,948,23,2.36869207003
2623,1500000US131210031002,131210031002,"Block Group 2, Census Tract 31, Fulton County, Georgia",916,906,10,1.09170305677
2624,1500000US131210032001,131210032001,"Block Group 1, Census Tract 32, Fulton County, Georgia",2150,1989,161,7.48837209302
2625,1500000US131210035001,131210035001,"Block Group 1, Census Tract 35, Fulton County, Georgia",671,654,17,2.53353204173
2626,1500000US131210035002,131210035002,"Block Group 2, Census Tract 35, Fulton County, Georgia",1436,1352,84,5.8495821727
2627,1500000US131210036001,131210036001,"Block Group 1, Census Tract 36, Fulton County, Georgia",1453,1408,45,3.09704060564
2628,1500000US131210037001,131210037001,"Block Group 1, Census Tract 37, Fulton County, Georgia",54,54,0,0.0
2629,1500000US131210038001,131210038001,"Block Group 1, Census Tract 38, Fulton County, Georgia",3872,3630,242,6.25
2630,1500000US131210039001,131210039001,"Block Group 1, Census Tract 39, Fulton County, Georgia",1172,1172,0,0.0
2631,1500000US131210039002,131210039002,"Block Group 2, Census Tract 39, Fulton County, Georgia",768,768,0,0.0
2632,1500000US131210040001,131210040001,"Block Group 1, Census Tract 40, Fulton County, Georgia",1148,1148,0,0.0
2633,1500000US131210040002,131210040002,"Block Group 2, Census Tract 40, Fulton County, Georgia",635,635,0,0.0
2634,1500000US131210040003,131210040003,"Block Group 3, Census Tract 40, Fulton County, Georgia",625,625,0,0.0
2635,1500000US131210041001,131210041001,"Block Group 1, Census Tract 41, Fulton County, Georgia",503,503,0,0.0
2636,1500000US131210041002,131210041002,"Block Group 2, Census Tract 41, Fulton County, Georgia",904,904,0,0.0
2637,1500000US131210041003,131210041003,"Block Group 3, Census Tract 41, Fulton County, Georgia",499,477,22,4.40881763527
2638,1500000US131210042001,131210042001,"Block Group 1, Census Tract 42, Fulton County, Georgia",414,414,0,0.0
2639,1500000US131210042002,131210042002,"Block Group 2, Census Tract 42, Fulton County, Georgia",1813,1795,18,0.992829564258
2640,1500000US131210043001,131210043001,"Block Group 1, Census Tract 43, Fulton County, Georgia",1593,1480,113,7.09353421218
2641,1500000US131210043002,131210043002,"Block Group 2, Census Tract 43, Fulton County, Georgia",1181,1128,53,4.48772226926
2642,1500000US131210044001,131210044001,"Block Group 1, Census Tract 44, Fulton County, Georgia",2509,2461,48,1.91311279394
2643,1500000US131210048001,131210048001,"Block Group 1, Census Tract 48, Fulton County, Georgia",1048,989,59,5.62977099237
2644,1500000US131210049001,131210049001,"Block Group 1, Census Tract 49, Fulton County, Georgia",1494,1421,73,4.88621151272
2645,1500000US131210049002,131210049002,"Block Group 2, Census Tract 49, Fulton County, Georgia",1397,1283,114,8.16034359341
2646,1500000US131210050001,131210050001,"Block Group 1, Census Tract 50, Fulton County, Georgia",2065,1946,119,5.76271186441
2647,1500000US131210052001,131210052001,"Block Group 1, Census Tract 52, Fulton County, Georgia",931,866,65,6.98174006445
2648,1500000US131210052002,131210052002,"Block Group 2, Census Tract 52, Fulton County, Georgia",1262,1105,157,12.440570523
2649,1500000US131210052003,131210052003,"Block Group 3, Census Tract 52, Fulton County, Georgia",2988,2799,189,6.32530120482
2650,1500000US131210053001,131210053001,"Block Group 1, Census Tract 53, Fulton County, Georgia",1730,1714,16,0.924855491329
2651,1500000US131210053002,131210053002,"Block Group 2, Census Tract 53, Fulton County, Georgia",1285,1255,30,2.33463035019
2652,1500000US131210053003,131210053003,"Block Group 3, Census Tract 53, Fulton County, Georgia",688,629,59,8.57558139535
2653,1500000US131210055011,131210055011,"Block Group 1, Census Tract 55.01, Fulton County, Georgia",1050,1002,48,4.57142857143
2654,1500000US131210055012,131210055012,"Block Group 2, Census Tract 55.01, Fulton County, Georgia",1483,1403,80,5.39447066757
2655,1500000US131210055021,131210055021,"Block Group 1, Census Tract 55.02, Fulton County, Georgia",2422,2393,29,1.19735755574
2656,1500000US131210057001,131210057001,"Block Group 1, Census Tract 57, Fulton County, Georgia",1655,1627,28,1.6918429003
2657,1500000US131210058001,131210058001,"Block Group 1, Census Tract 58, Fulton County, Georgia",2023,2010,13,0.642609985171
2658,1500000US131210060001,131210060001,"Block Group 1, Census Tract 60, Fulton County, Georgia",600,600,0,0.0
2659,1500000US131210060002,131210060002,"Block Group 2, Census Tract 60, Fulton County, Georgia",1139,1139,0,0.0
2660,1500000US131210060003,131210060003,"Block Group 3, Census Tract 60, Fulton County, Georgia",785,614,171,21.7834394904
2661,1500000US131210060004,131210060004,"Block Group 4, Census Tract 60, Fulton County, Georgia",736,712,24,3.26086956522
2662,1500000US131210061001,131210061001,"Block Group 1, Census Tract 61, Fulton County, Georgia",580,580,0,0.0
2663,1500000US131210061002,131210061002,"Block Group 2, Census Tract 61, Fulton County, Georgia",1295,1244,51,3.93822393822
2664,1500000US131210061003,131210061003,"Block Group 3, Census Tract 61, Fulton County, Georgia",730,722,8,1.09589041096
2665,1500000US131210061004,131210061004,"Block Group 4, Census Tract 61, Fulton County, Georgia",1067,1067,0,0.0
2666,1500000US131210062001,131210062001,"Block Group 1, Census Tract 62, Fulton County, Georgia",943,927,16,1.6967126193
2667,1500000US131210062002,131210062002,"Block Group 2, Census Tract 62, Fulton County, Georgia",532,532,0,0.0
2668,1500000US131210063001,131210063001,"Block Group 1, Census Tract 63, Fulton County, Georgia",1079,1079,0,0.0
2669,1500000US131210063002,131210063002,"Block Group 2, Census Tract 63, Fulton County, Georgia",571,571,0,0.0
2670,1500000US131210064001,131210064001,"Block Group 1, Census Tract 64, Fulton County, Georgia",1175,797,378,32.170212766
2671,1500000US131210065001,131210065001,"Block Group 1, Census Tract 65, Fulton County, Georgia",683,683,0,0.0
2672,1500000US131210065002,131210065002,"Block Group 2, Census Tract 65, Fulton County, Georgia",1683,1579,104,6.17944147356
2673,1500000US131210065003,131210065003,"Block Group 3, Census Tract 65, Fulton County, Georgia",605,576,29,4.79338842975
2674,1500000US131210065004,131210065004,"Block Group 4, Census Tract 65, Fulton County, Georgia",1312,1289,23,1.75304878049
2675,1500000US131210066011,131210066011,"Block Group 1, Census Tract 66.01, Fulton County, Georgia",853,852,1,0.117233294256
2676,1500000US131210066012,131210066012,"Block Group 2, Census Tract 66.01, Fulton County, Georgia",1364,1321,43,3.15249266862
2677,1500000US131210066021,131210066021,"Block Group 1, Census Tract 66.02, Fulton County, Georgia",1369,1349,20,1.46092037984
2678,1500000US131210067001,131210067001,"Block Group 1, Census Tract 67, Fulton County, Georgia",833,833,0,0.0
2679,1500000US131210067002,131210067002,"Block Group 2, Census Tract 67, Fulton County, Georgia",1560,1507,53,3.39743589744
2680,1500000US131210067003,131210067003,"Block Group 3, Census Tract 67, Fulton County, Georgia",1348,1335,13,0.964391691395
2681,1500000US131210068011,131210068011,"Block Group 1, Census Tract 68.01, Fulton County, Georgia",2382,1943,439,18.429890848
2682,1500000US131210068021,131210068021,"Block Group 1, Census Tract 68.02, Fulton County, Georgia",1992,1992,0,0.0
2683,1500000US131210069001,131210069001,"Block Group 1, Census Tract 69, Fulton County, Georgia",974,952,22,2.25872689938
2684,1500000US131210069002,131210069002,"Block Group 2, Census Tract 69, Fulton County, Georgia",1335,1065,270,20.2247191011
2685,1500000US131210069003,131210069003,"Block Group 3, Census Tract 69, Fulton County, Georgia",1242,911,331,26.6505636071
2686,1500000US131210070011,131210070011,"Block Group 1, Census Tract 70.01, Fulton County, Georgia",2406,2406,0,0.0
2687,1500000US131210070012,131210070012,"Block Group 2, Census Tract 70.01, Fulton County, Georgia",1168,1132,36,3.08219178082
2688,1500000US131210070013,131210070013,"Block Group 3, Census Tract 70.01, Fulton County, Georgia",1190,1190,0,0.0
2689,1500000US131210070021,131210070021,"Block Group 1, Census Tract 70.02, Fulton County, Georgia",860,845,15,1.74418604651
2690,1500000US131210070022,131210070022,"Block Group 2, Census Tract 70.02, Fulton County, Georgia",429,288,141,32.8671328671
2691,1500000US131210070023,131210070023,"Block Group 3, Census Tract 70.02, Fulton County, Georgia",297,297,0,0.0
2692,1500000US131210070024,131210070024,"Block Group 4, Census Tract 70.02, Fulton County, Georgia",302,289,13,4.30463576159
2693,1500000US131210071001,131210071001,"Block Group 1, Census Tract 71, Fulton County, Georgia",868,858,10,1.15207373272
2694,1500000US131210071002,131210071002,"Block Group 2, Census Tract 71, Fulton County, Georgia",1151,1143,8,0.695047784535
2695,1500000US131210072001,131210072001,"Block Group 1, Census Tract 72, Fulton County, Georgia",1687,1672,15,0.889152341434
2696,1500000US131210072002,131210072002,"Block Group 2, Census Tract 72, Fulton County, Georgia",342,342,0,0.0
2697,1500000US131210073001,131210073001,"Block Group 1, Census Tract 73, Fulton County, Georgia",2642,2589,53,2.00605601817
2698,1500000US131210073002,131210073002,"Block Group 2, Census Tract 73, Fulton County, Georgia",3397,3397,0,0.0
2699,1500000US131210073003,131210073003,"Block Group 3, Census Tract 73, Fulton County, Georgia",1913,1913,0,0.0
2700,1500000US131210074001,131210074001,"Block Group 1, Census Tract 74, Fulton County, Georgia",1409,1050,359,25.4790631654
2701,1500000US131210074002,131210074002,"Block Group 2, Census Tract 74, Fulton County, Georgia",1616,1487,129,7.98267326733
2702,1500000US131210075001,131210075001,"Block Group 1, Census Tract 75, Fulton County, Georgia",1087,1049,38,3.49586016559
2703,1500000US131210075002,131210075002,"Block Group 2, Census Tract 75, Fulton County, Georgia",511,511,0,0.0
2704,1500000US131210075003,131210075003,"Block Group 3, Census Tract 75, Fulton County, Georgia",846,809,37,4.37352245863
2705,1500000US131210075004,131210075004,"Block Group 4, Census Tract 75, Fulton County, Georgia",815,805,10,1.22699386503
2706,1500000US131210076021,131210076021,"Block Group 1, Census Tract 76.02, Fulton County, Georgia",612,612,0,0.0
2707,1500000US131210076022,131210076022,"Block Group 2, Census Tract 76.02, Fulton County, Georgia",903,891,12,1.32890365449
2708,1500000US131210076023,131210076023,"Block Group 3, Census Tract 76.02, Fulton County, Georgia",1055,1005,50,4.73933649289
2709,1500000US131210076031,131210076031,"Block Group 1, Census Tract 76.03, Fulton County, Georgia",1553,1553,0,0.0
2710,1500000US131210076032,131210076032,"Block Group 2, Census Tract 76.03, Fulton County, Georgia",1630,1630,0,0.0
2711,1500000US131210076033,131210076033,"Block Group 3, Census Tract 76.03, Fulton County, Georgia",1332,1287,45,3.37837837838
2712,1500000US131210076041,131210076041,"Block Group 1, Census Tract 76.04, Fulton County, Georgia",2331,2331,0,0.0
2713,1500000US131210077031,131210077031,"Block Group 1, Census Tract 77.03, Fulton County, Georgia",1071,1071,0,0.0
2714,1500000US131210077032,131210077032,"Block Group 2, Census Tract 77.03, Fulton County, Georgia",1740,1740,0,0.0
2715,1500000US131210077033,131210077033,"Block Group 3, Census Tract 77.03, Fulton County, Georgia",1341,1341,0,0.0
2716,1500000US131210077041,131210077041,"Block Group 1, Census Tract 77.04, Fulton County, Georgia",817,817,0,0.0
2717,1500000US131210077042,131210077042,"Block Group 2, Census Tract 77.04, Fulton County, Georgia",2156,1830,326,15.120593692
2718,1500000US131210077043,131210077043,"Block Group 3, Census Tract 77.04, Fulton County, Georgia",2344,2337,7,0.298634812287
2719,1500000US131210077051,131210077051,"Block Group 1, Census Tract 77.05, Fulton County, Georgia",2517,2487,30,1.19189511323
2720,1500000US131210077052,131210077052,"Block Group 2, Census Tract 77.05, Fulton County, Georgia",2504,2473,31,1.23801916933
2721,1500000US131210077061,131210077061,"Block Group 1, Census Tract 77.06, Fulton County, Georgia",2820,2820,0,0.0
2722,1500000US131210077062,131210077062,"Block Group 2, Census Tract 77.06, Fulton County, Georgia",2248,2240,8,0.355871886121
2723,1500000US131210077063,131210077063,"Block Group 3, Census Tract 77.06, Fulton County, Georgia",4422,4305,117,2.64586160109
2724,1500000US131210078021,131210078021,"Block Group 1, Census Tract 78.02, Fulton County, Georgia",4140,4051,89,2.14975845411
2725,1500000US131210078022,131210078022,"Block Group 2, Census Tract 78.02, Fulton County, Georgia",2852,2852,0,0.0
2726,1500000US131210078023,131210078023,"Block Group 3, Census Tract 78.02, Fulton County, Georgia",1207,1207,0,0.0
2727,1500000US131210078024,131210078024,"Block Group 4, Census Tract 78.02, Fulton County, Georgia",1815,1797,18,0.99173553719
2728,1500000US131210078051,131210078051,"Block Group 1, Census Tract 78.05, Fulton County, Georgia",1381,1366,15,1.08616944243
2729,1500000US131210078052,131210078052,"Block Group 2, Census Tract 78.05, Fulton County, Georgia",1763,1757,6,0.340328984685
2730,1500000US131210078061,131210078061,"Block Group 1, Census Tract 78.06, Fulton County, Georgia",1676,1549,127,7.57756563246
2731,1500000US131210078062,131210078062,"Block Group 2, Census Tract 78.06, Fulton County, Georgia",3863,3863,0,0.0
2732,1500000US131210078063,131210078063,"Block Group 3, Census Tract 78.06, Fulton County, Georgia",1055,917,138,13.0805687204
2733,1500000US131210078071,131210078071,"Block Group 1, Census Tract 78.07, Fulton County, Georgia",2537,2075,462,18.2104848246
2734,1500000US131210078072,131210078072,"Block Group 2, Census Tract 78.07, Fulton County, Georgia",666,666,0,0.0
2735,1500000US131210078081,131210078081,"Block Group 1, Census Tract 78.08, Fulton County, Georgia",1900,1768,132,6.94736842105
2736,1500000US131210078082,131210078082,"Block Group 2, Census Tract 78.08, Fulton County, Georgia",2587,2380,207,8.0015461925
2737,1500000US131210079001,131210079001,"Block Group 1, Census Tract 79, Fulton County, Georgia",1819,1819,0,0.0
2738,1500000US131210079002,131210079002,"Block Group 2, Census Tract 79, Fulton County, Georgia",1231,1231,0,0.0
2739,1500000US131210079003,131210079003,"Block Group 3, Census Tract 79, Fulton County, Georgia",2751,2751,0,0.0
2740,1500000US131210080001,131210080001,"Block Group 1, Census Tract 80, Fulton County, Georgia",1064,1064,0,0.0
2741,1500000US131210080002,131210080002,"Block Group 2, Census Tract 80, Fulton County, Georgia",1205,1205,0,0.0
2742,1500000US131210080003,131210080003,"Block Group 3, Census Tract 80, Fulton County, Georgia",496,496,0,0.0
2743,1500000US131210080004,131210080004,"Block Group 4, Census Tract 80, Fulton County, Georgia",1255,1246,9,0.717131474104
2744,1500000US131210080005,131210080005,"Block Group 5, Census Tract 80, Fulton County, Georgia",1402,1350,52,3.7089871612
2745,1500000US131210081011,131210081011,"Block Group 1, Census Tract 81.01, Fulton County, Georgia",1138,1138,0,0.0
2746,1500000US131210081021,131210081021,"Block Group 1, Census Tract 81.02, Fulton County, Georgia",1278,1278,0,0.0
2747,1500000US131210081022,131210081022,"Block Group 2, Census Tract 81.02, Fulton County, Georgia",940,930,10,1.06382978723
2748,1500000US131210081023,131210081023,"Block Group 3, Census Tract 81.02, Fulton County, Georgia",2160,1671,489,22.6388888889
2749,1500000US131210081024,131210081024,"Block Group 4, Census Tract 81.02, Fulton County, Georgia",2653,2346,307,11.5718055032
2750,1500000US131210082011,131210082011,"Block Group 1, Census Tract 82.01, Fulton County, Georgia",1951,1900,51,2.61404407996
2751,1500000US131210082012,131210082012,"Block Group 2, Census Tract 82.01, Fulton County, Georgia",3083,3046,37,1.20012974376
2752,1500000US131210082013,131210082013,"Block Group 3, Census Tract 82.01, Fulton County, Georgia",965,965,0,0.0
2753,1500000US131210082021,131210082021,"Block Group 1, Census Tract 82.02, Fulton County, Georgia",948,933,15,1.58227848101
2754,1500000US131210082022,131210082022,"Block Group 2, Census Tract 82.02, Fulton County, Georgia",836,830,6,0.717703349282
2755,1500000US131210082023,131210082023,"Block Group 3, Census Tract 82.02, Fulton County, Georgia",264,264,0,0.0
2756,1500000US131210082024,131210082024,"Block Group 4, Census Tract 82.02, Fulton County, Georgia",0,0,0,
2757,1500000US131210083011,131210083011,"Block Group 1, Census Tract 83.01, Fulton County, Georgia",1691,1688,3,0.177409816677
2758,1500000US131210083012,131210083012,"Block Group 2, Census Tract 83.01, Fulton County, Georgia",604,604,0,0.0
2759,1500000US131210083021,131210083021,"Block Group 1, Census Tract 83.02, Fulton County, Georgia",793,786,7,0.882723833544
2760,1500000US131210083022,131210083022,"Block Group 2, Census Tract 83.02, Fulton County, Georgia",1148,1148,0,0.0
2761,1500000US131210084001,131210084001,"Block Group 1, Census Tract 84, Fulton County, Georgia",1472,1462,10,0.679347826087
2762,1500000US131210084002,131210084002,"Block Group 2, Census Tract 84, Fulton County, Georgia",883,883,0,0.0
2763,1500000US131210084003,131210084003,"Block Group 3, Census Tract 84, Fulton County, Georgia",963,934,29,3.01142263759
2764,1500000US131210085001,131210085001,"Block Group 1, Census Tract 85, Fulton County, Georgia",565,565,0,0.0
2765,1500000US131210085002,131210085002,"Block Group 2, Census Tract 85, Fulton County, Georgia",1248,1248,0,0.0
2766,1500000US131210085003,131210085003,"Block Group 3, Census Tract 85, Fulton County, Georgia",1222,1222,0,0.0
2767,1500000US131210086011,131210086011,"Block Group 1, Census Tract 86.01, Fulton County, Georgia",1663,1663,0,0.0
2768,1500000US131210086012,131210086012,"Block Group 2, Census Tract 86.01, Fulton County, Georgia",1001,1001,0,0.0
2769,1500000US131210086013,131210086013,"Block Group 3, Census Tract 86.01, Fulton County, Georgia",1414,1379,35,2.47524752475
2770,1500000US131210086014,131210086014,"Block Group 4, Census Tract 86.01, Fulton County, Georgia",348,348,0,0.0
2771,1500000US131210086021,131210086021,"Block Group 1, Census Tract 86.02, Fulton County, Georgia",803,792,11,1.3698630137
2772,1500000US131210086022,131210086022,"Block Group 2, Census Tract 86.02, Fulton County, Georgia",260,260,0,0.0
2773,1500000US131210087001,131210087001,"Block Group 1, Census Tract 87, Fulton County, Georgia",1009,1000,9,0.891972249752
2774,1500000US131210087002,131210087002,"Block Group 2, Census Tract 87, Fulton County, Georgia",818,818,0,0.0
2775,1500000US131210087003,131210087003,"Block Group 3, Census Tract 87, Fulton County, Georgia",969,969,0,0.0
2776,1500000US131210087004,131210087004,"Block Group 4, Census Tract 87, Fulton County, Georgia",1568,1551,17,1.08418367347
2777,1500000US131210088001,131210088001,"Block Group 1, Census Tract 88, Fulton County, Georgia",2944,2413,531,18.0366847826
2778,1500000US131210088002,131210088002,"Block Group 2, Census Tract 88, Fulton County, Georgia",1625,1602,23,1.41538461538
2779,1500000US131210089021,131210089021,"Block Group 1, Census Tract 89.02, Fulton County, Georgia",1876,1876,0,0.0
2780,1500000US131210089022,131210089022,"Block Group 2, Census Tract 89.02, Fulton County, Georgia",659,613,46,6.98027314112
2781,1500000US131210089023,131210089023,"Block Group 3, Census Tract 89.02, Fulton County, Georgia",1280,1177,103,8.046875
2782,1500000US131210089024,131210089024,"Block Group 4, Census Tract 89.02, Fulton County, Georgia",2722,2423,299,10.984570169
2783,1500000US131210089031,131210089031,"Block Group 1, Census Tract 89.03, Fulton County, Georgia",1684,964,720,42.7553444181
2784,1500000US131210089041,131210089041,"Block Group 1, Census Tract 89.04, Fulton County, Georgia",1323,1237,86,6.50037792895
2785,1500000US131210089042,131210089042,"Block Group 2, Census Tract 89.04, Fulton County, Georgia",1638,1497,141,8.60805860806
2786,1500000US131210089043,131210089043,"Block Group 3, Census Tract 89.04, Fulton County, Georgia",1611,1561,50,3.10366232154
2787,1500000US131210090001,131210090001,"Block Group 1, Census Tract 90, Fulton County, Georgia",1350,1320,30,2.22222222222
2788,1500000US131210090002,131210090002,"Block Group 2, Census Tract 90, Fulton County, Georgia",1769,1700,69,3.90050876201
2789,1500000US131210090003,131210090003,"Block Group 3, Census Tract 90, Fulton County, Georgia",1829,1660,169,9.24002186987
2790,1500000US131210091011,131210091011,"Block Group 1, Census Tract 91.01, Fulton County, Georgia",1369,1369,0,0.0
2791,1500000US131210091012,131210091012,"Block Group 2, Census Tract 91.01, Fulton County, Georgia",1565,1565,0,0.0
2792,1500000US131210091013,131210091013,"Block Group 3, Census Tract 91.01, Fulton County, Georgia",627,627,0,0.0
2793,1500000US131210091014,131210091014,"Block Group 4, Census Tract 91.01, Fulton County, Georgia",1001,982,19,1.8981018981
2794,1500000US131210091021,131210091021,"Block Group 1, Census Tract 91.02, Fulton County, Georgia",443,443,0,0.0
2795,1500000US131210091022,131210091022,"Block Group 2, Census Tract 91.02, Fulton County, Georgia",963,861,102,10.5919003115
2796,1500000US131210091023,131210091023,"Block Group 3, Census Tract 91.02, Fulton County, Georgia",1840,1787,53,2.88043478261
2797,1500000US131210092001,131210092001,"Block Group 1, Census Tract 92, Fulton County, Georgia",2404,2380,24,0.998336106489
2798,1500000US131210092002,131210092002,"Block Group 2, Census Tract 92, Fulton County, Georgia",2976,1360,1616,54.3010752688
2799,1500000US131210092003,131210092003,"Block Group 3, Census Tract 92, Fulton County, Georgia",1703,1601,102,5.98943041691
2800,1500000US131210093001,131210093001,"Block Group 1, Census Tract 93, Fulton County, Georgia",1079,1079,0,0.0
2801,1500000US131210093002,131210093002,"Block Group 2, Census Tract 93, Fulton County, Georgia",1319,1145,174,13.1918119788
2802,1500000US131210093003,131210093003,"Block Group 3, Census Tract 93, Fulton County, Georgia",1510,1348,162,10.7284768212
2803,1500000US131210093004,131210093004,"Block Group 4, Census Tract 93, Fulton County, Georgia",750,717,33,4.4
2804,1500000US131210094021,131210094021,"Block Group 1, Census Tract 94.02, Fulton County, Georgia",2795,2562,233,8.33631484794
2805,1500000US131210094022,131210094022,"Block Group 2, Census Tract 94.02, Fulton County, Georgia",2227,1102,1125,50.516389762
2806,1500000US131210094031,131210094031,"Block Group 1, Census Tract 94.03, Fulton County, Georgia",2448,2031,417,17.0343137255
2807,1500000US131210094032,131210094032,"Block Group 2, Census Tract 94.03, Fulton County, Georgia",1245,1208,37,2.9718875502
2808,1500000US131210094033,131210094033,"Block Group 3, Census Tract 94.03, Fulton County, Georgia",1279,973,306,23.9249413604
2809,1500000US131210094041,131210094041,"Block Group 1, Census Tract 94.04, Fulton County, Georgia",2515,2227,288,11.4512922465
2810,1500000US131210094042,131210094042,"Block Group 2, Census Tract 94.04, Fulton County, Georgia",1995,1906,89,4.46115288221
2811,1500000US131210094043,131210094043,"Block Group 3, Census Tract 94.04, Fulton County, Georgia",311,227,84,27.0096463023
2812,1500000US131210095011,131210095011,"Block Group 1, Census Tract 95.01, Fulton County, Georgia",470,470,0,0.0
2813,1500000US131210095012,131210095012,"Block Group 2, Census Tract 95.01, Fulton County, Georgia",1736,1721,15,0.864055299539
2814,1500000US131210095013,131210095013,"Block Group 3, Census Tract 95.01, Fulton County, Georgia",1588,1588,0,0.0
2815,1500000US131210095021,131210095021,"Block Group 1, Census Tract 95.02, Fulton County, Georgia",490,490,0,0.0
2816,1500000US131210095022,131210095022,"Block Group 2, Census Tract 95.02, Fulton County, Georgia",297,265,32,10.7744107744
2817,1500000US131210095023,131210095023,"Block Group 3, Census Tract 95.02, Fulton County, Georgia",960,934,26,2.70833333333
2818,1500000US131210095024,131210095024,"Block Group 4, Census Tract 95.02, Fulton County, Georgia",1317,1277,40,3.03720577069
2819,1500000US131210096011,131210096011,"Block Group 1, Census Tract 96.01, Fulton County, Georgia",1003,993,10,0.997008973081
2820,1500000US131210096012,131210096012,"Block Group 2, Census Tract 96.01, Fulton County, Georgia",1414,1335,79,5.58698727016
2821,1500000US131210096021,131210096021,"Block Group 1, Census Tract 96.02, Fulton County, Georgia",1249,1249,0,0.0
2822,1500000US131210096022,131210096022,"Block Group 2, Census Tract 96.02, Fulton County, Georgia",2131,2088,43,2.01783200375
2823,1500000US131210096023,131210096023,"Block Group 3, Census Tract 96.02, Fulton County, Georgia",1245,1245,0,0.0
2824,1500000US131210096031,131210096031,"Block Group 1, Census Tract 96.03, Fulton County, Georgia",1086,1086,0,0.0
2825,1500000US131210096032,131210096032,"Block Group 2, Census Tract 96.03, Fulton County, Georgia",1374,1290,84,6.1135371179
2826,1500000US131210096033,131210096033,"Block Group 3, Census Tract 96.03, Fulton County, Georgia",1734,1410,324,18.6851211073
2827,1500000US131210097001,131210097001,"Block Group 1, Census Tract 97, Fulton County, Georgia",995,962,33,3.31658291457
2828,1500000US131210097002,131210097002,"Block Group 2, Census Tract 97, Fulton County, Georgia",1032,1032,0,0.0
