Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US131230805002,131230805002,"Block Group 2, Census Tract 805, Gilmer County, Georgia",53167,16859
1500000US131230805003,131230805003,"Block Group 3, Census Tract 805, Gilmer County, Georgia",37393,3529
1500000US131250101001,131250101001,"Block Group 1, Census Tract 101, Glascock County, Georgia",35125,7881
1500000US131250101002,131250101002,"Block Group 2, Census Tract 101, Glascock County, Georgia",41125,11197
1500000US131250101003,131250101003,"Block Group 3, Census Tract 101, Glascock County, Georgia",46941,9391
1500000US131270001011,131270001011,"Block Group 1, Census Tract 1.01, Glynn County, Georgia",50536,27290
1500000US131270001012,131270001012,"Block Group 2, Census Tract 1.01, Glynn County, Georgia",133313,6402
1500000US131270001021,131270001021,"Block Group 1, Census Tract 1.02, Glynn County, Georgia",48750,8411
1500000US131270001022,131270001022,"Block Group 2, Census Tract 1.02, Glynn County, Georgia",53194,26136
1500000US131270001023,131270001023,"Block Group 3, Census Tract 1.02, Glynn County, Georgia",66691,41529
1500000US131270002001,131270002001,"Block Group 1, Census Tract 2, Glynn County, Georgia",61629,16542
1500000US131270002002,131270002002,"Block Group 2, Census Tract 2, Glynn County, Georgia",87115,17670
1500000US131270002003,131270002003,"Block Group 3, Census Tract 2, Glynn County, Georgia",51729,13481
1500000US131270003001,131270003001,"Block Group 1, Census Tract 3, Glynn County, Georgia",107744,14384
1500000US131270003003,131270003003,"Block Group 3, Census Tract 3, Glynn County, Georgia",62083,24674
1500000US131270004011,131270004011,"Block Group 1, Census Tract 4.01, Glynn County, Georgia",41187,1688
1500000US131270004012,131270004012,"Block Group 2, Census Tract 4.01, Glynn County, Georgia",49196,14191
1500000US131270004013,131270004013,"Block Group 3, Census Tract 4.01, Glynn County, Georgia",76462,38265
1500000US131270004031,131270004031,"Block Group 1, Census Tract 4.03, Glynn County, Georgia",58625,20674
1500000US131270004032,131270004032,"Block Group 2, Census Tract 4.03, Glynn County, Georgia",54762,25793
1500000US131270004042,131270004042,"Block Group 2, Census Tract 4.04, Glynn County, Georgia",45806,16292
1500000US131270004043,131270004043,"Block Group 3, Census Tract 4.04, Glynn County, Georgia",66250,15629
1500000US131270005011,131270005011,"Block Group 1, Census Tract 5.01, Glynn County, Georgia",11223,8479
1500000US131270005012,131270005012,"Block Group 2, Census Tract 5.01, Glynn County, Georgia",39246,8441
1500000US131270005013,131270005013,"Block Group 3, Census Tract 5.01, Glynn County, Georgia",23911,8856
1500000US131270005031,131270005031,"Block Group 1, Census Tract 5.03, Glynn County, Georgia",41513,13354
1500000US131270005032,131270005032,"Block Group 2, Census Tract 5.03, Glynn County, Georgia",24018,11882
1500000US131270005033,131270005033,"Block Group 3, Census Tract 5.03, Glynn County, Georgia",36333,15204
1500000US131270005042,131270005042,"Block Group 2, Census Tract 5.04, Glynn County, Georgia",66786,27342
1500000US131270005043,131270005043,"Block Group 3, Census Tract 5.04, Glynn County, Georgia",20389,3663
1500000US131270006001,131270006001,"Block Group 1, Census Tract 6, Glynn County, Georgia",38914,1979
1500000US131270006002,131270006002,"Block Group 2, Census Tract 6, Glynn County, Georgia",36652,18053
1500000US131270006003,131270006003,"Block Group 3, Census Tract 6, Glynn County, Georgia",35438,26549
1500000US131270006004,131270006004,"Block Group 4, Census Tract 6, Glynn County, Georgia",45885,15974
1500000US131270007001,131270007001,"Block Group 1, Census Tract 7, Glynn County, Georgia",30980,9677
1500000US131270007005,131270007005,"Block Group 5, Census Tract 7, Glynn County, Georgia",45104,10886
1500000US131270007006,131270007006,"Block Group 6, Census Tract 7, Glynn County, Georgia",21110,7275
1500000US131270008001,131270008001,"Block Group 1, Census Tract 8, Glynn County, Georgia",20433,4447
1500000US131270008002,131270008002,"Block Group 2, Census Tract 8, Glynn County, Georgia",24886,21459
1500000US131270008003,131270008003,"Block Group 3, Census Tract 8, Glynn County, Georgia",15694,3098
1500000US131270008004,131270008004,"Block Group 4, Census Tract 8, Glynn County, Georgia",23333,7842
1500000US131270009002,131270009002,"Block Group 2, Census Tract 9, Glynn County, Georgia",22438,6924
1500000US131270009003,131270009003,"Block Group 3, Census Tract 9, Glynn County, Georgia",53024,18789
1500000US131270009004,131270009004,"Block Group 4, Census Tract 9, Glynn County, Georgia",54241,7743
1500000US131270009005,131270009005,"Block Group 5, Census Tract 9, Glynn County, Georgia",29438,13233
1500000US131270010001,131270010001,"Block Group 1, Census Tract 10, Glynn County, Georgia",66667,47030
1500000US131270010002,131270010002,"Block Group 2, Census Tract 10, Glynn County, Georgia",63810,18611
1500000US131270010003,131270010003,"Block Group 3, Census Tract 10, Glynn County, Georgia",70536,10173
1500000US131270010004,131270010004,"Block Group 4, Census Tract 10, Glynn County, Georgia",57998,5731
1500000US131279900000,131279900000,"Block Group 0, Census Tract 9900, Glynn County, Georgia",-,**
1500000US131299701001,131299701001,"Block Group 1, Census Tract 9701, Gordon County, Georgia",33226,13407
1500000US131299701002,131299701002,"Block Group 2, Census Tract 9701, Gordon County, Georgia",51348,9166
1500000US131299701003,131299701003,"Block Group 3, Census Tract 9701, Gordon County, Georgia",50938,15344
1500000US131299702001,131299702001,"Block Group 1, Census Tract 9702, Gordon County, Georgia",46776,16210
1500000US131299702002,131299702002,"Block Group 2, Census Tract 9702, Gordon County, Georgia",49832,6213
1500000US131299702003,131299702003,"Block Group 3, Census Tract 9702, Gordon County, Georgia",52200,26042
1500000US131299702004,131299702004,"Block Group 4, Census Tract 9702, Gordon County, Georgia",45714,10690
1500000US131299703001,131299703001,"Block Group 1, Census Tract 9703, Gordon County, Georgia",62826,17366
1500000US131299703002,131299703002,"Block Group 2, Census Tract 9703, Gordon County, Georgia",33848,7602
1500000US131299703003,131299703003,"Block Group 3, Census Tract 9703, Gordon County, Georgia",40025,7936
1500000US131299703004,131299703004,"Block Group 4, Census Tract 9703, Gordon County, Georgia",52841,40496
1500000US131299704001,131299704001,"Block Group 1, Census Tract 9704, Gordon County, Georgia",51487,9432
1500000US131299704002,131299704002,"Block Group 2, Census Tract 9704, Gordon County, Georgia",21715,9365
1500000US131299704003,131299704003,"Block Group 3, Census Tract 9704, Gordon County, Georgia",50339,10147
1500000US131299705001,131299705001,"Block Group 1, Census Tract 9705, Gordon County, Georgia",40347,8183
1500000US131299705002,131299705002,"Block Group 2, Census Tract 9705, Gordon County, Georgia",53333,38312
1500000US131299705003,131299705003,"Block Group 3, Census Tract 9705, Gordon County, Georgia",23977,9862
1500000US131299706001,131299706001,"Block Group 1, Census Tract 9706, Gordon County, Georgia",19706,10040
1500000US131299706002,131299706002,"Block Group 2, Census Tract 9706, Gordon County, Georgia",33784,8096
1500000US131299706003,131299706003,"Block Group 3, Census Tract 9706, Gordon County, Georgia",33995,3221
1500000US131299707001,131299707001,"Block Group 1, Census Tract 9707, Gordon County, Georgia",41800,14058
1500000US131299707002,131299707002,"Block Group 2, Census Tract 9707, Gordon County, Georgia",36528,11656
1500000US131299707003,131299707003,"Block Group 3, Census Tract 9707, Gordon County, Georgia",38125,15815
1500000US131299708001,131299708001,"Block Group 1, Census Tract 9708, Gordon County, Georgia",42938,2239
1500000US131299708002,131299708002,"Block Group 2, Census Tract 9708, Gordon County, Georgia",51375,15526
1500000US131299708003,131299708003,"Block Group 3, Census Tract 9708, Gordon County, Georgia",52667,13971
1500000US131299709001,131299709001,"Block Group 1, Census Tract 9709, Gordon County, Georgia",25938,21819
1500000US131299709002,131299709002,"Block Group 2, Census Tract 9709, Gordon County, Georgia",40486,16333
1500000US131299709003,131299709003,"Block Group 3, Census Tract 9709, Gordon County, Georgia",43194,8753
1500000US131319501001,131319501001,"Block Group 1, Census Tract 9501, Grady County, Georgia",37188,11298
1500000US131319501002,131319501002,"Block Group 2, Census Tract 9501, Grady County, Georgia",35938,10118
1500000US131319502001,131319502001,"Block Group 1, Census Tract 9502, Grady County, Georgia",40556,6645
1500000US131319502002,131319502002,"Block Group 2, Census Tract 9502, Grady County, Georgia",22500,17118
1500000US131319503001,131319503001,"Block Group 1, Census Tract 9503, Grady County, Georgia",42195,8497
1500000US131319503002,131319503002,"Block Group 2, Census Tract 9503, Grady County, Georgia",18958,3444
1500000US131319503003,131319503003,"Block Group 3, Census Tract 9503, Grady County, Georgia",20781,12157
1500000US131319503004,131319503004,"Block Group 4, Census Tract 9503, Grady County, Georgia",16798,4891
1500000US131319504001,131319504001,"Block Group 1, Census Tract 9504, Grady County, Georgia",38323,7909
1500000US131319504002,131319504002,"Block Group 2, Census Tract 9504, Grady County, Georgia",40682,15009
1500000US131319504003,131319504003,"Block Group 3, Census Tract 9504, Grady County, Georgia",33350,12835
1500000US131319504004,131319504004,"Block Group 4, Census Tract 9504, Grady County, Georgia",15798,3228
1500000US131319505001,131319505001,"Block Group 1, Census Tract 9505, Grady County, Georgia",38648,5009
1500000US131319505002,131319505002,"Block Group 2, Census Tract 9505, Grady County, Georgia",25491,12155
1500000US131319505003,131319505003,"Block Group 3, Census Tract 9505, Grady County, Georgia",46500,14111
1500000US131319505004,131319505004,"Block Group 4, Census Tract 9505, Grady County, Georgia",21087,4439
1500000US131319506001,131319506001,"Block Group 1, Census Tract 9506, Grady County, Georgia",45225,5092
1500000US131339501001,131339501001,"Block Group 1, Census Tract 9501, Greene County, Georgia",46776,12147
1500000US131339501002,131339501002,"Block Group 2, Census Tract 9501, Greene County, Georgia",29732,11478
1500000US131339502001,131339502001,"Block Group 1, Census Tract 9502, Greene County, Georgia",16458,8362
1500000US131339502002,131339502002,"Block Group 2, Census Tract 9502, Greene County, Georgia",21513,3098
1500000US131339502003,131339502003,"Block Group 3, Census Tract 9502, Greene County, Georgia",32105,6490
1500000US131339503011,131339503011,"Block Group 1, Census Tract 9503.01, Greene County, Georgia",125625,16250
1500000US131339503012,131339503012,"Block Group 2, Census Tract 9503.01, Greene County, Georgia",125250,27428
1500000US131339503013,131339503013,"Block Group 3, Census Tract 9503.01, Greene County, Georgia",159554,56433
1500000US131339503021,131339503021,"Block Group 1, Census Tract 9503.02, Greene County, Georgia",51852,12682
1500000US131339503022,131339503022,"Block Group 2, Census Tract 9503.02, Greene County, Georgia",66542,6687
1500000US131339503031,131339503031,"Block Group 1, Census Tract 9503.03, Greene County, Georgia",33995,3831
1500000US131339503032,131339503032,"Block Group 2, Census Tract 9503.03, Greene County, Georgia",21232,3811
1500000US131339503033,131339503033,"Block Group 3, Census Tract 9503.03, Greene County, Georgia",20455,11833
1500000US131339503034,131339503034,"Block Group 4, Census Tract 9503.03, Greene County, Georgia",19167,11568
1500000US131339503035,131339503035,"Block Group 5, Census Tract 9503.03, Greene County, Georgia",21736,8056
1500000US131339504001,131339504001,"Block Group 1, Census Tract 9504, Greene County, Georgia",30200,5391
1500000US131339505001,131339505001,"Block Group 1, Census Tract 9505, Greene County, Georgia",67500,6243
1500000US131339505002,131339505002,"Block Group 2, Census Tract 9505, Greene County, Georgia",33523,15975
1500000US131350501031,131350501031,"Block Group 1, Census Tract 501.03, Gwinnett County, Georgia",76207,12995
1500000US131350501032,131350501032,"Block Group 2, Census Tract 501.03, Gwinnett County, Georgia",37379,18637
1500000US131350501033,131350501033,"Block Group 3, Census Tract 501.03, Gwinnett County, Georgia",72147,18523
1500000US131350501051,131350501051,"Block Group 1, Census Tract 501.05, Gwinnett County, Georgia",23909,1549
1500000US131350501052,131350501052,"Block Group 2, Census Tract 501.05, Gwinnett County, Georgia",55536,17329
1500000US131350501053,131350501053,"Block Group 3, Census Tract 501.05, Gwinnett County, Georgia",37281,20810
1500000US131350501061,131350501061,"Block Group 1, Census Tract 501.06, Gwinnett County, Georgia",51928,13667
1500000US131350501062,131350501062,"Block Group 2, Census Tract 501.06, Gwinnett County, Georgia",82868,31717
1500000US131350501063,131350501063,"Block Group 3, Census Tract 501.06, Gwinnett County, Georgia",127868,29833
1500000US131350501064,131350501064,"Block Group 4, Census Tract 501.06, Gwinnett County, Georgia",26667,13577
1500000US131350501071,131350501071,"Block Group 1, Census Tract 501.07, Gwinnett County, Georgia",79437,9065
1500000US131350501081,131350501081,"Block Group 1, Census Tract 501.08, Gwinnett County, Georgia",130563,18421
1500000US131350501082,131350501082,"Block Group 2, Census Tract 501.08, Gwinnett County, Georgia",74076,12897
1500000US131350501091,131350501091,"Block Group 1, Census Tract 501.09, Gwinnett County, Georgia",73188,20821
1500000US131350501092,131350501092,"Block Group 2, Census Tract 501.09, Gwinnett County, Georgia",66159,16731
1500000US131350502051,131350502051,"Block Group 1, Census Tract 502.05, Gwinnett County, Georgia",43819,17655
1500000US131350502052,131350502052,"Block Group 2, Census Tract 502.05, Gwinnett County, Georgia",65449,7065
1500000US131350502081,131350502081,"Block Group 1, Census Tract 502.08, Gwinnett County, Georgia",75967,8719
1500000US131350502082,131350502082,"Block Group 2, Census Tract 502.08, Gwinnett County, Georgia",59991,3045
1500000US131350502091,131350502091,"Block Group 1, Census Tract 502.09, Gwinnett County, Georgia",61484,17026
1500000US131350502092,131350502092,"Block Group 2, Census Tract 502.09, Gwinnett County, Georgia",37468,16715
1500000US131350502093,131350502093,"Block Group 3, Census Tract 502.09, Gwinnett County, Georgia",54830,8375
1500000US131350502101,131350502101,"Block Group 1, Census Tract 502.10, Gwinnett County, Georgia",82583,22151
1500000US131350502102,131350502102,"Block Group 2, Census Tract 502.10, Gwinnett County, Georgia",60549,14303
1500000US131350502111,131350502111,"Block Group 1, Census Tract 502.11, Gwinnett County, Georgia",23243,12270
1500000US131350502112,131350502112,"Block Group 2, Census Tract 502.11, Gwinnett County, Georgia",40988,12735
1500000US131350502113,131350502113,"Block Group 3, Census Tract 502.11, Gwinnett County, Georgia",33707,4901
1500000US131350502121,131350502121,"Block Group 1, Census Tract 502.12, Gwinnett County, Georgia",105656,24005
1500000US131350502122,131350502122,"Block Group 2, Census Tract 502.12, Gwinnett County, Georgia",100020,29179
1500000US131350502123,131350502123,"Block Group 3, Census Tract 502.12, Gwinnett County, Georgia",119161,31992
1500000US131350502131,131350502131,"Block Group 1, Census Tract 502.13, Gwinnett County, Georgia",65089,24181
1500000US131350502132,131350502132,"Block Group 2, Census Tract 502.13, Gwinnett County, Georgia",95595,15730
1500000US131350502141,131350502141,"Block Group 1, Census Tract 502.14, Gwinnett County, Georgia",96250,27181
1500000US131350502142,131350502142,"Block Group 2, Census Tract 502.14, Gwinnett County, Georgia",75746,22561
1500000US131350502143,131350502143,"Block Group 3, Census Tract 502.14, Gwinnett County, Georgia",84114,28192
1500000US131350502151,131350502151,"Block Group 1, Census Tract 502.15, Gwinnett County, Georgia",55152,8781
1500000US131350502161,131350502161,"Block Group 1, Census Tract 502.16, Gwinnett County, Georgia",61216,21084
1500000US131350502162,131350502162,"Block Group 2, Census Tract 502.16, Gwinnett County, Georgia",95776,30018
1500000US131350502163,131350502163,"Block Group 3, Census Tract 502.16, Gwinnett County, Georgia",131921,23379
1500000US131350502171,131350502171,"Block Group 1, Census Tract 502.17, Gwinnett County, Georgia",58861,6227
1500000US131350502172,131350502172,"Block Group 2, Census Tract 502.17, Gwinnett County, Georgia",81023,21014
1500000US131350502181,131350502181,"Block Group 1, Census Tract 502.18, Gwinnett County, Georgia",72868,22754
1500000US131350502182,131350502182,"Block Group 2, Census Tract 502.18, Gwinnett County, Georgia",54375,13382
1500000US131350502191,131350502191,"Block Group 1, Census Tract 502.19, Gwinnett County, Georgia",76957,13836
1500000US131350502192,131350502192,"Block Group 2, Census Tract 502.19, Gwinnett County, Georgia",65592,11717
1500000US131350502201,131350502201,"Block Group 1, Census Tract 502.20, Gwinnett County, Georgia",50214,10204
1500000US131350502202,131350502202,"Block Group 2, Census Tract 502.20, Gwinnett County, Georgia",38382,10719
1500000US131350502203,131350502203,"Block Group 3, Census Tract 502.20, Gwinnett County, Georgia",33068,22005
1500000US131350503041,131350503041,"Block Group 1, Census Tract 503.04, Gwinnett County, Georgia",35489,9227
1500000US131350503042,131350503042,"Block Group 2, Census Tract 503.04, Gwinnett County, Georgia",30642,13532
1500000US131350503043,131350503043,"Block Group 3, Census Tract 503.04, Gwinnett County, Georgia",35074,10669
1500000US131350503061,131350503061,"Block Group 1, Census Tract 503.06, Gwinnett County, Georgia",40786,15970
1500000US131350503062,131350503062,"Block Group 2, Census Tract 503.06, Gwinnett County, Georgia",38800,6077
1500000US131350503081,131350503081,"Block Group 1, Census Tract 503.08, Gwinnett County, Georgia",116607,13171
1500000US131350503082,131350503082,"Block Group 2, Census Tract 503.08, Gwinnett County, Georgia",133068,41027
1500000US131350503091,131350503091,"Block Group 1, Census Tract 503.09, Gwinnett County, Georgia",128412,14340
1500000US131350503092,131350503092,"Block Group 2, Census Tract 503.09, Gwinnett County, Georgia",42604,11531
1500000US131350503093,131350503093,"Block Group 3, Census Tract 503.09, Gwinnett County, Georgia",115298,90632
1500000US131350503094,131350503094,"Block Group 4, Census Tract 503.09, Gwinnett County, Georgia",67318,34470
1500000US131350503101,131350503101,"Block Group 1, Census Tract 503.10, Gwinnett County, Georgia",52411,20505
1500000US131350503102,131350503102,"Block Group 2, Census Tract 503.10, Gwinnett County, Georgia",68393,12849
1500000US131350503103,131350503103,"Block Group 3, Census Tract 503.10, Gwinnett County, Georgia",74273,9164
1500000US131350503111,131350503111,"Block Group 1, Census Tract 503.11, Gwinnett County, Georgia",103944,20291
1500000US131350503112,131350503112,"Block Group 2, Census Tract 503.11, Gwinnett County, Georgia",73611,38099
1500000US131350503131,131350503131,"Block Group 1, Census Tract 503.13, Gwinnett County, Georgia",28925,6228
1500000US131350503132,131350503132,"Block Group 2, Census Tract 503.13, Gwinnett County, Georgia",48173,25268
1500000US131350503133,131350503133,"Block Group 3, Census Tract 503.13, Gwinnett County, Georgia",75063,62326
1500000US131350503134,131350503134,"Block Group 4, Census Tract 503.13, Gwinnett County, Georgia",87292,28105
1500000US131350503135,131350503135,"Block Group 5, Census Tract 503.13, Gwinnett County, Georgia",53571,12072
1500000US131350503136,131350503136,"Block Group 6, Census Tract 503.13, Gwinnett County, Georgia",38438,33121
1500000US131350503141,131350503141,"Block Group 1, Census Tract 503.14, Gwinnett County, Georgia",56739,26733
1500000US131350503142,131350503142,"Block Group 2, Census Tract 503.14, Gwinnett County, Georgia",50143,10733
1500000US131350503143,131350503143,"Block Group 3, Census Tract 503.14, Gwinnett County, Georgia",78520,12620
1500000US131350503144,131350503144,"Block Group 4, Census Tract 503.14, Gwinnett County, Georgia",71210,11163
1500000US131350503151,131350503151,"Block Group 1, Census Tract 503.15, Gwinnett County, Georgia",43514,3423
1500000US131350503152,131350503152,"Block Group 2, Census Tract 503.15, Gwinnett County, Georgia",34484,3361
1500000US131350503153,131350503153,"Block Group 3, Census Tract 503.15, Gwinnett County, Georgia",114844,21641
1500000US131350503171,131350503171,"Block Group 1, Census Tract 503.17, Gwinnett County, Georgia",31964,13788
1500000US131350503172,131350503172,"Block Group 2, Census Tract 503.17, Gwinnett County, Georgia",37500,13109
1500000US131350503173,131350503173,"Block Group 3, Census Tract 503.17, Gwinnett County, Georgia",37083,11915
1500000US131350503181,131350503181,"Block Group 1, Census Tract 503.18, Gwinnett County, Georgia",55917,8983
1500000US131350503182,131350503182,"Block Group 2, Census Tract 503.18, Gwinnett County, Georgia",60107,31055
1500000US131350503191,131350503191,"Block Group 1, Census Tract 503.19, Gwinnett County, Georgia",30563,7627
1500000US131350503192,131350503192,"Block Group 2, Census Tract 503.19, Gwinnett County, Georgia",37898,3747
1500000US131350503201,131350503201,"Block Group 1, Census Tract 503.20, Gwinnett County, Georgia",42743,11720
1500000US131350503202,131350503202,"Block Group 2, Census Tract 503.20, Gwinnett County, Georgia",26768,4054
1500000US131350503203,131350503203,"Block Group 3, Census Tract 503.20, Gwinnett County, Georgia",53143,6506
1500000US131350503211,131350503211,"Block Group 1, Census Tract 503.21, Gwinnett County, Georgia",151534,18466
1500000US131350503212,131350503212,"Block Group 2, Census Tract 503.21, Gwinnett County, Georgia",110333,22010
1500000US131350503221,131350503221,"Block Group 1, Census Tract 503.22, Gwinnett County, Georgia",166250,41273
1500000US131350503222,131350503222,"Block Group 2, Census Tract 503.22, Gwinnett County, Georgia",109432,35210
1500000US131350503223,131350503223,"Block Group 3, Census Tract 503.22, Gwinnett County, Georgia",125699,14446
1500000US131350504101,131350504101,"Block Group 1, Census Tract 504.10, Gwinnett County, Georgia",36314,14166
1500000US131350504102,131350504102,"Block Group 2, Census Tract 504.10, Gwinnett County, Georgia",36012,6910
1500000US131350504103,131350504103,"Block Group 3, Census Tract 504.10, Gwinnett County, Georgia",50231,21874
1500000US131350504151,131350504151,"Block Group 1, Census Tract 504.15, Gwinnett County, Georgia",78438,33254
1500000US131350504152,131350504152,"Block Group 2, Census Tract 504.15, Gwinnett County, Georgia",66875,24726
1500000US131350504153,131350504153,"Block Group 3, Census Tract 504.15, Gwinnett County, Georgia",70741,19340
1500000US131350504161,131350504161,"Block Group 1, Census Tract 504.16, Gwinnett County, Georgia",58125,13865
1500000US131350504162,131350504162,"Block Group 2, Census Tract 504.16, Gwinnett County, Georgia",57850,20194
1500000US131350504171,131350504171,"Block Group 1, Census Tract 504.17, Gwinnett County, Georgia",35221,8173
1500000US131350504172,131350504172,"Block Group 2, Census Tract 504.17, Gwinnett County, Georgia",24299,13574
1500000US131350504173,131350504173,"Block Group 3, Census Tract 504.17, Gwinnett County, Georgia",23444,5088
1500000US131350504181,131350504181,"Block Group 1, Census Tract 504.18, Gwinnett County, Georgia",39821,7619
1500000US131350504182,131350504182,"Block Group 2, Census Tract 504.18, Gwinnett County, Georgia",30724,2301
1500000US131350504183,131350504183,"Block Group 3, Census Tract 504.18, Gwinnett County, Georgia",23527,8097
1500000US131350504191,131350504191,"Block Group 1, Census Tract 504.19, Gwinnett County, Georgia",20425,6683
1500000US131350504192,131350504192,"Block Group 2, Census Tract 504.19, Gwinnett County, Georgia",53378,16418
1500000US131350504193,131350504193,"Block Group 3, Census Tract 504.19, Gwinnett County, Georgia",50262,5256
1500000US131350504211,131350504211,"Block Group 1, Census Tract 504.21, Gwinnett County, Georgia",25456,3729
1500000US131350504212,131350504212,"Block Group 2, Census Tract 504.21, Gwinnett County, Georgia",38730,6828
1500000US131350504213,131350504213,"Block Group 3, Census Tract 504.21, Gwinnett County, Georgia",38090,12808
1500000US131350504221,131350504221,"Block Group 1, Census Tract 504.22, Gwinnett County, Georgia",29178,5148
1500000US131350504222,131350504222,"Block Group 2, Census Tract 504.22, Gwinnett County, Georgia",37862,6968
1500000US131350504223,131350504223,"Block Group 3, Census Tract 504.22, Gwinnett County, Georgia",37513,3155
1500000US131350504231,131350504231,"Block Group 1, Census Tract 504.23, Gwinnett County, Georgia",56188,11081
1500000US131350504232,131350504232,"Block Group 2, Census Tract 504.23, Gwinnett County, Georgia",26959,3090
1500000US131350504233,131350504233,"Block Group 3, Census Tract 504.23, Gwinnett County, Georgia",45444,8206
1500000US131350504241,131350504241,"Block Group 1, Census Tract 504.24, Gwinnett County, Georgia",38864,8095
1500000US131350504242,131350504242,"Block Group 2, Census Tract 504.24, Gwinnett County, Georgia",33580,17457
1500000US131350504243,131350504243,"Block Group 3, Census Tract 504.24, Gwinnett County, Georgia",34093,2279
1500000US131350504251,131350504251,"Block Group 1, Census Tract 504.25, Gwinnett County, Georgia",85353,19404
1500000US131350504252,131350504252,"Block Group 2, Census Tract 504.25, Gwinnett County, Georgia",73295,19571
1500000US131350504253,131350504253,"Block Group 3, Census Tract 504.25, Gwinnett County, Georgia",76927,20373
1500000US131350504261,131350504261,"Block Group 1, Census Tract 504.26, Gwinnett County, Georgia",77839,19085
1500000US131350504262,131350504262,"Block Group 2, Census Tract 504.26, Gwinnett County, Georgia",80203,39734
1500000US131350504263,131350504263,"Block Group 3, Census Tract 504.26, Gwinnett County, Georgia",45871,7562
1500000US131350504264,131350504264,"Block Group 4, Census Tract 504.26, Gwinnett County, Georgia",72596,42197
1500000US131350504265,131350504265,"Block Group 5, Census Tract 504.26, Gwinnett County, Georgia",78150,23895
1500000US131350504271,131350504271,"Block Group 1, Census Tract 504.27, Gwinnett County, Georgia",60313,13611
1500000US131350504272,131350504272,"Block Group 2, Census Tract 504.27, Gwinnett County, Georgia",69688,15446
1500000US131350504273,131350504273,"Block Group 3, Census Tract 504.27, Gwinnett County, Georgia",81125,43551
1500000US131350504281,131350504281,"Block Group 1, Census Tract 504.28, Gwinnett County, Georgia",107763,42668
1500000US131350504282,131350504282,"Block Group 2, Census Tract 504.28, Gwinnett County, Georgia",101071,29952
1500000US131350504283,131350504283,"Block Group 3, Census Tract 504.28, Gwinnett County, Georgia",117450,22980
1500000US131350504284,131350504284,"Block Group 4, Census Tract 504.28, Gwinnett County, Georgia",70085,13277
1500000US131350504291,131350504291,"Block Group 1, Census Tract 504.29, Gwinnett County, Georgia",75899,6271
1500000US131350504292,131350504292,"Block Group 2, Census Tract 504.29, Gwinnett County, Georgia",84769,15753
1500000US131350504293,131350504293,"Block Group 3, Census Tract 504.29, Gwinnett County, Georgia",113631,20200
1500000US131350504301,131350504301,"Block Group 1, Census Tract 504.30, Gwinnett County, Georgia",40625,27221
1500000US131350504302,131350504302,"Block Group 2, Census Tract 504.30, Gwinnett County, Georgia",77911,7286
1500000US131350504303,131350504303,"Block Group 3, Census Tract 504.30, Gwinnett County, Georgia",74643,13218
1500000US131350504311,131350504311,"Block Group 1, Census Tract 504.31, Gwinnett County, Georgia",43608,18362
1500000US131350504312,131350504312,"Block Group 2, Census Tract 504.31, Gwinnett County, Georgia",33694,13227
1500000US131350504313,131350504313,"Block Group 3, Census Tract 504.31, Gwinnett County, Georgia",58387,15919
1500000US131350504321,131350504321,"Block Group 1, Census Tract 504.32, Gwinnett County, Georgia",57143,32760
1500000US131350504322,131350504322,"Block Group 2, Census Tract 504.32, Gwinnett County, Georgia",57250,13326
1500000US131350504323,131350504323,"Block Group 3, Census Tract 504.32, Gwinnett County, Georgia",73750,4295
1500000US131350504331,131350504331,"Block Group 1, Census Tract 504.33, Gwinnett County, Georgia",39643,6760
1500000US131350504341,131350504341,"Block Group 1, Census Tract 504.34, Gwinnett County, Georgia",32604,9135
1500000US131350504342,131350504342,"Block Group 2, Census Tract 504.34, Gwinnett County, Georgia",36132,8124
1500000US131350504343,131350504343,"Block Group 3, Census Tract 504.34, Gwinnett County, Georgia",53300,29648
1500000US131350504351,131350504351,"Block Group 1, Census Tract 504.35, Gwinnett County, Georgia",48864,8561
1500000US131350504352,131350504352,"Block Group 2, Census Tract 504.35, Gwinnett County, Georgia",59961,11560
1500000US131350504361,131350504361,"Block Group 1, Census Tract 504.36, Gwinnett County, Georgia",46005,6250
1500000US131350504362,131350504362,"Block Group 2, Census Tract 504.36, Gwinnett County, Georgia",38077,12295
1500000US131350504364,131350504364,"Block Group 4, Census Tract 504.36, Gwinnett County, Georgia",44432,9532
1500000US131350504365,131350504365,"Block Group 5, Census Tract 504.36, Gwinnett County, Georgia",64713,26939
1500000US131350505111,131350505111,"Block Group 1, Census Tract 505.11, Gwinnett County, Georgia",79044,20237
1500000US131350505112,131350505112,"Block Group 2, Census Tract 505.11, Gwinnett County, Georgia",48399,6360
1500000US131350505113,131350505113,"Block Group 3, Census Tract 505.11, Gwinnett County, Georgia",45316,5996
1500000US131350505201,131350505201,"Block Group 1, Census Tract 505.20, Gwinnett County, Georgia",59519,11612
1500000US131350505202,131350505202,"Block Group 2, Census Tract 505.20, Gwinnett County, Georgia",24253,5146
1500000US131350505203,131350505203,"Block Group 3, Census Tract 505.20, Gwinnett County, Georgia",30490,5669
1500000US131350505211,131350505211,"Block Group 1, Census Tract 505.21, Gwinnett County, Georgia",23155,4710
1500000US131350505212,131350505212,"Block Group 2, Census Tract 505.21, Gwinnett County, Georgia",82917,23187
