,ID,ID2,GEOGRAPHY,EST_MEDIAN_HOUSEHOLD_INCOME_IN_THE_PAST_12_MONTHS_IN_2015_INFLATIONADJUSTED_DOLLARS
877,1500000US130590021002,130590021002,"Block Group 2, Census Tract 21, Clarke County, Georgia",46458
878,1500000US130590022001,130590022001,"Block Group 1, Census Tract 22, Clarke County, Georgia",42969
879,1500000US130590022002,130590022002,"Block Group 2, Census Tract 22, Clarke County, Georgia",30872
880,1500000US130590301001,130590301001,"Block Group 1, Census Tract 301, Clarke County, Georgia",15964
881,1500000US130590301002,130590301002,"Block Group 2, Census Tract 301, Clarke County, Georgia",17559
882,1500000US130590302001,130590302001,"Block Group 1, Census Tract 302, Clarke County, Georgia",16200
883,1500000US130590302002,130590302002,"Block Group 2, Census Tract 302, Clarke County, Georgia",26821
884,1500000US130590302003,130590302003,"Block Group 3, Census Tract 302, Clarke County, Georgia",18794
885,1500000US130591303001,130591303001,"Block Group 1, Census Tract 1303, Clarke County, Georgia",47734
886,1500000US130591303002,130591303002,"Block Group 2, Census Tract 1303, Clarke County, Georgia",34500
887,1500000US130591304001,130591304001,"Block Group 1, Census Tract 1304, Clarke County, Georgia",70917
888,1500000US130591304002,130591304002,"Block Group 2, Census Tract 1304, Clarke County, Georgia",39265
889,1500000US130591305001,130591305001,"Block Group 1, Census Tract 1305, Clarke County, Georgia",59219
890,1500000US130591305002,130591305002,"Block Group 2, Census Tract 1305, Clarke County, Georgia",50083
891,1500000US130591305003,130591305003,"Block Group 3, Census Tract 1305, Clarke County, Georgia",43393
892,1500000US130591306001,130591306001,"Block Group 1, Census Tract 1306, Clarke County, Georgia",46953
893,1500000US130591306002,130591306002,"Block Group 2, Census Tract 1306, Clarke County, Georgia",30833
894,1500000US130591306003,130591306003,"Block Group 3, Census Tract 1306, Clarke County, Georgia",26010
895,1500000US130591307001,130591307001,"Block Group 1, Census Tract 1307, Clarke County, Georgia",29750
896,1500000US130591307002,130591307002,"Block Group 2, Census Tract 1307, Clarke County, Georgia",77636
897,1500000US130591307003,130591307003,"Block Group 3, Census Tract 1307, Clarke County, Georgia",36631
898,1500000US130591403001,130591403001,"Block Group 1, Census Tract 1403, Clarke County, Georgia",31827
899,1500000US130591403002,130591403002,"Block Group 2, Census Tract 1403, Clarke County, Georgia",21066
900,1500000US130591403003,130591403003,"Block Group 3, Census Tract 1403, Clarke County, Georgia",25580
901,1500000US130591404001,130591404001,"Block Group 1, Census Tract 1404, Clarke County, Georgia",34181
902,1500000US130591404002,130591404002,"Block Group 2, Census Tract 1404, Clarke County, Georgia",19351
903,1500000US130591405001,130591405001,"Block Group 1, Census Tract 1405, Clarke County, Georgia",22656
904,1500000US130591406001,130591406001,"Block Group 1, Census Tract 1406, Clarke County, Georgia",56563
905,1500000US130591406002,130591406002,"Block Group 2, Census Tract 1406, Clarke County, Georgia",51860
906,1500000US130591406003,130591406003,"Block Group 3, Census Tract 1406, Clarke County, Georgia",29620
907,1500000US130591503001,130591503001,"Block Group 1, Census Tract 1503, Clarke County, Georgia",42386
908,1500000US130591503002,130591503002,"Block Group 2, Census Tract 1503, Clarke County, Georgia",32566
909,1500000US130591503003,130591503003,"Block Group 3, Census Tract 1503, Clarke County, Georgia",42056
910,1500000US130591504001,130591504001,"Block Group 1, Census Tract 1504, Clarke County, Georgia",12711
911,1500000US130591504002,130591504002,"Block Group 2, Census Tract 1504, Clarke County, Georgia",12155
912,1500000US130591504003,130591504003,"Block Group 3, Census Tract 1504, Clarke County, Georgia",10563
913,1500000US130591505001,130591505001,"Block Group 1, Census Tract 1505, Clarke County, Georgia",18984
914,1500000US130591505002,130591505002,"Block Group 2, Census Tract 1505, Clarke County, Georgia",47569
915,1500000US130591505003,130591505003,"Block Group 3, Census Tract 1505, Clarke County, Georgia",15361
916,1500000US130591506001,130591506001,"Block Group 1, Census Tract 1506, Clarke County, Georgia",28016
917,1500000US130591506002,130591506002,"Block Group 2, Census Tract 1506, Clarke County, Georgia",21201
918,1500000US130591507001,130591507001,"Block Group 1, Census Tract 1507, Clarke County, Georgia",40172
919,1500000US130591507002,130591507002,"Block Group 2, Census Tract 1507, Clarke County, Georgia",50538
920,1500000US130591507003,130591507003,"Block Group 3, Census Tract 1507, Clarke County, Georgia",60094
921,1500000US130591508001,130591508001,"Block Group 1, Census Tract 1508, Clarke County, Georgia",55804
922,1500000US130591508002,130591508002,"Block Group 2, Census Tract 1508, Clarke County, Georgia",42768
923,1500000US130591508003,130591508003,"Block Group 3, Census Tract 1508, Clarke County, Georgia",61595
924,1500000US130591508004,130591508004,"Block Group 4, Census Tract 1508, Clarke County, Georgia",77951
925,1500000US130591509001,130591509001,"Block Group 1, Census Tract 1509, Clarke County, Georgia",53750
926,1500000US130591509002,130591509002,"Block Group 2, Census Tract 1509, Clarke County, Georgia",61970
927,1500000US130619603001,130619603001,"Block Group 1, Census Tract 9603, Clay County, Georgia",21389
928,1500000US130619603002,130619603002,"Block Group 2, Census Tract 9603, Clay County, Georgia",19597
929,1500000US130619603003,130619603003,"Block Group 3, Census Tract 9603, Clay County, Georgia",18977
930,1500000US130630402021,130630402021,"Block Group 1, Census Tract 402.02, Clayton County, Georgia",27083
931,1500000US130630402022,130630402022,"Block Group 2, Census Tract 402.02, Clayton County, Georgia",35893
932,1500000US130630402031,130630402031,"Block Group 1, Census Tract 402.03, Clayton County, Georgia",27422
933,1500000US130630402032,130630402032,"Block Group 2, Census Tract 402.03, Clayton County, Georgia",32731
934,1500000US130630402041,130630402041,"Block Group 1, Census Tract 402.04, Clayton County, Georgia",33310
935,1500000US130630402042,130630402042,"Block Group 2, Census Tract 402.04, Clayton County, Georgia",23636
936,1500000US130630402043,130630402043,"Block Group 3, Census Tract 402.04, Clayton County, Georgia",32917
937,1500000US130630403021,130630403021,"Block Group 1, Census Tract 403.02, Clayton County, Georgia",35000
938,1500000US130630403022,130630403022,"Block Group 2, Census Tract 403.02, Clayton County, Georgia",32853
939,1500000US130630403023,130630403023,"Block Group 3, Census Tract 403.02, Clayton County, Georgia",31635
940,1500000US130630403024,130630403024,"Block Group 4, Census Tract 403.02, Clayton County, Georgia",38846
941,1500000US130630403031,130630403031,"Block Group 1, Census Tract 403.03, Clayton County, Georgia",19301
942,1500000US130630403032,130630403032,"Block Group 2, Census Tract 403.03, Clayton County, Georgia",35563
943,1500000US130630403033,130630403033,"Block Group 3, Census Tract 403.03, Clayton County, Georgia",32146
944,1500000US130630403034,130630403034,"Block Group 4, Census Tract 403.03, Clayton County, Georgia",29284
945,1500000US130630403035,130630403035,"Block Group 5, Census Tract 403.03, Clayton County, Georgia",14141
946,1500000US130630403061,130630403061,"Block Group 1, Census Tract 403.06, Clayton County, Georgia",35543
947,1500000US130630403062,130630403062,"Block Group 2, Census Tract 403.06, Clayton County, Georgia",22195
948,1500000US130630403071,130630403071,"Block Group 1, Census Tract 403.07, Clayton County, Georgia",33281
949,1500000US130630403072,130630403072,"Block Group 2, Census Tract 403.07, Clayton County, Georgia",36508
950,1500000US130630403081,130630403081,"Block Group 1, Census Tract 403.08, Clayton County, Georgia",17558
951,1500000US130630403082,130630403082,"Block Group 2, Census Tract 403.08, Clayton County, Georgia",51200
952,1500000US130630403083,130630403083,"Block Group 3, Census Tract 403.08, Clayton County, Georgia",25833
953,1500000US130630404071,130630404071,"Block Group 1, Census Tract 404.07, Clayton County, Georgia",46964
954,1500000US130630404072,130630404072,"Block Group 2, Census Tract 404.07, Clayton County, Georgia",46285
955,1500000US130630404081,130630404081,"Block Group 1, Census Tract 404.08, Clayton County, Georgia",31228
956,1500000US130630404082,130630404082,"Block Group 2, Census Tract 404.08, Clayton County, Georgia",33125
957,1500000US130630404083,130630404083,"Block Group 3, Census Tract 404.08, Clayton County, Georgia",45938
958,1500000US130630404091,130630404091,"Block Group 1, Census Tract 404.09, Clayton County, Georgia",40299
959,1500000US130630404092,130630404092,"Block Group 2, Census Tract 404.09, Clayton County, Georgia",48370
960,1500000US130630404101,130630404101,"Block Group 1, Census Tract 404.10, Clayton County, Georgia",43871
961,1500000US130630404102,130630404102,"Block Group 2, Census Tract 404.10, Clayton County, Georgia",25438
962,1500000US130630404111,130630404111,"Block Group 1, Census Tract 404.11, Clayton County, Georgia",70652
963,1500000US130630404112,130630404112,"Block Group 2, Census Tract 404.11, Clayton County, Georgia",42405
964,1500000US130630404113,130630404113,"Block Group 3, Census Tract 404.11, Clayton County, Georgia",76189
965,1500000US130630404114,130630404114,"Block Group 4, Census Tract 404.11, Clayton County, Georgia",78065
966,1500000US130630404121,130630404121,"Block Group 1, Census Tract 404.12, Clayton County, Georgia",35417
967,1500000US130630404122,130630404122,"Block Group 2, Census Tract 404.12, Clayton County, Georgia",31484
968,1500000US130630404123,130630404123,"Block Group 3, Census Tract 404.12, Clayton County, Georgia",49363
969,1500000US130630404131,130630404131,"Block Group 1, Census Tract 404.13, Clayton County, Georgia",47350
970,1500000US130630404132,130630404132,"Block Group 2, Census Tract 404.13, Clayton County, Georgia",48293
971,1500000US130630404141,130630404141,"Block Group 1, Census Tract 404.14, Clayton County, Georgia",26484
972,1500000US130630404151,130630404151,"Block Group 1, Census Tract 404.15, Clayton County, Georgia",22455
973,1500000US130630404152,130630404152,"Block Group 2, Census Tract 404.15, Clayton County, Georgia",40938
974,1500000US130630404153,130630404153,"Block Group 3, Census Tract 404.15, Clayton County, Georgia",30066
975,1500000US130630404154,130630404154,"Block Group 4, Census Tract 404.15, Clayton County, Georgia",27700
976,1500000US130630404161,130630404161,"Block Group 1, Census Tract 404.16, Clayton County, Georgia",33278
977,1500000US130630404162,130630404162,"Block Group 2, Census Tract 404.16, Clayton County, Georgia",46469
978,1500000US130630404171,130630404171,"Block Group 1, Census Tract 404.17, Clayton County, Georgia",21989
979,1500000US130630404172,130630404172,"Block Group 2, Census Tract 404.17, Clayton County, Georgia",43456
980,1500000US130630404173,130630404173,"Block Group 3, Census Tract 404.17, Clayton County, Georgia",32154
981,1500000US130630405091,130630405091,"Block Group 1, Census Tract 405.09, Clayton County, Georgia",59732
982,1500000US130630405092,130630405092,"Block Group 2, Census Tract 405.09, Clayton County, Georgia",59000
983,1500000US130630405101,130630405101,"Block Group 1, Census Tract 405.10, Clayton County, Georgia",44511
984,1500000US130630405102,130630405102,"Block Group 2, Census Tract 405.10, Clayton County, Georgia",37411
985,1500000US130630405121,130630405121,"Block Group 1, Census Tract 405.12, Clayton County, Georgia",31046
986,1500000US130630405122,130630405122,"Block Group 2, Census Tract 405.12, Clayton County, Georgia",44306
987,1500000US130630405123,130630405123,"Block Group 3, Census Tract 405.12, Clayton County, Georgia",53438
988,1500000US130630405131,130630405131,"Block Group 1, Census Tract 405.13, Clayton County, Georgia",62089
989,1500000US130630405132,130630405132,"Block Group 2, Census Tract 405.13, Clayton County, Georgia",64531
990,1500000US130630405133,130630405133,"Block Group 3, Census Tract 405.13, Clayton County, Georgia",51406
991,1500000US130630405141,130630405141,"Block Group 1, Census Tract 405.14, Clayton County, Georgia",41146
992,1500000US130630405142,130630405142,"Block Group 2, Census Tract 405.14, Clayton County, Georgia",28644
993,1500000US130630405143,130630405143,"Block Group 3, Census Tract 405.14, Clayton County, Georgia",44423
994,1500000US130630405151,130630405151,"Block Group 1, Census Tract 405.15, Clayton County, Georgia",82546
995,1500000US130630405152,130630405152,"Block Group 2, Census Tract 405.15, Clayton County, Georgia",44200
996,1500000US130630405153,130630405153,"Block Group 3, Census Tract 405.15, Clayton County, Georgia",31314
997,1500000US130630405154,130630405154,"Block Group 4, Census Tract 405.15, Clayton County, Georgia",36492
998,1500000US130630405161,130630405161,"Block Group 1, Census Tract 405.16, Clayton County, Georgia",31705
999,1500000US130630405162,130630405162,"Block Group 2, Census Tract 405.16, Clayton County, Georgia",44967
1000,1500000US130630405181,130630405181,"Block Group 1, Census Tract 405.18, Clayton County, Georgia",27344
1001,1500000US130630405182,130630405182,"Block Group 2, Census Tract 405.18, Clayton County, Georgia",45599
1002,1500000US130630405183,130630405183,"Block Group 3, Census Tract 405.18, Clayton County, Georgia",45096
1003,1500000US130630405191,130630405191,"Block Group 1, Census Tract 405.19, Clayton County, Georgia",25456
1004,1500000US130630405192,130630405192,"Block Group 2, Census Tract 405.19, Clayton County, Georgia",25063
1005,1500000US130630405201,130630405201,"Block Group 1, Census Tract 405.20, Clayton County, Georgia",24622
1006,1500000US130630405202,130630405202,"Block Group 2, Census Tract 405.20, Clayton County, Georgia",26400
1007,1500000US130630405203,130630405203,"Block Group 3, Census Tract 405.20, Clayton County, Georgia",24147
1008,1500000US130630405211,130630405211,"Block Group 1, Census Tract 405.21, Clayton County, Georgia",40423
1009,1500000US130630405212,130630405212,"Block Group 2, Census Tract 405.21, Clayton County, Georgia",49071
1010,1500000US130630405221,130630405221,"Block Group 1, Census Tract 405.22, Clayton County, Georgia",27401
1011,1500000US130630405222,130630405222,"Block Group 2, Census Tract 405.22, Clayton County, Georgia",30463
1012,1500000US130630405223,130630405223,"Block Group 3, Census Tract 405.22, Clayton County, Georgia",36625
1013,1500000US130630405231,130630405231,"Block Group 1, Census Tract 405.23, Clayton County, Georgia",38017
1014,1500000US130630405241,130630405241,"Block Group 1, Census Tract 405.24, Clayton County, Georgia",31841
1015,1500000US130630405242,130630405242,"Block Group 2, Census Tract 405.24, Clayton County, Georgia",43469
1016,1500000US130630405243,130630405243,"Block Group 3, Census Tract 405.24, Clayton County, Georgia",39683
1017,1500000US130630405244,130630405244,"Block Group 4, Census Tract 405.24, Clayton County, Georgia",42788
1018,1500000US130630405251,130630405251,"Block Group 1, Census Tract 405.25, Clayton County, Georgia",39893
1019,1500000US130630405261,130630405261,"Block Group 1, Census Tract 405.26, Clayton County, Georgia",46052
1020,1500000US130630405262,130630405262,"Block Group 2, Census Tract 405.26, Clayton County, Georgia",32011
1021,1500000US130630405263,130630405263,"Block Group 3, Census Tract 405.26, Clayton County, Georgia",22365
1022,1500000US130630406061,130630406061,"Block Group 1, Census Tract 406.06, Clayton County, Georgia",53984
1023,1500000US130630406062,130630406062,"Block Group 2, Census Tract 406.06, Clayton County, Georgia",33241
1024,1500000US130630406081,130630406081,"Block Group 1, Census Tract 406.08, Clayton County, Georgia",56506
1025,1500000US130630406082,130630406082,"Block Group 2, Census Tract 406.08, Clayton County, Georgia",89350
1026,1500000US130630406091,130630406091,"Block Group 1, Census Tract 406.09, Clayton County, Georgia",48333
1027,1500000US130630406092,130630406092,"Block Group 2, Census Tract 406.09, Clayton County, Georgia",51993
1028,1500000US130630406093,130630406093,"Block Group 3, Census Tract 406.09, Clayton County, Georgia",65035
1029,1500000US130630406111,130630406111,"Block Group 1, Census Tract 406.11, Clayton County, Georgia",34853
1030,1500000US130630406112,130630406112,"Block Group 2, Census Tract 406.11, Clayton County, Georgia",27175
1031,1500000US130630406113,130630406113,"Block Group 3, Census Tract 406.11, Clayton County, Georgia",25938
1032,1500000US130630406121,130630406121,"Block Group 1, Census Tract 406.12, Clayton County, Georgia",35313
1033,1500000US130630406122,130630406122,"Block Group 2, Census Tract 406.12, Clayton County, Georgia",27639
1034,1500000US130630406123,130630406123,"Block Group 3, Census Tract 406.12, Clayton County, Georgia",50547
1035,1500000US130630406131,130630406131,"Block Group 1, Census Tract 406.13, Clayton County, Georgia",62955
1036,1500000US130630406132,130630406132,"Block Group 2, Census Tract 406.13, Clayton County, Georgia",27500
1037,1500000US130630406133,130630406133,"Block Group 3, Census Tract 406.13, Clayton County, Georgia",77585
1038,1500000US130630406141,130630406141,"Block Group 1, Census Tract 406.14, Clayton County, Georgia",43500
1039,1500000US130630406142,130630406142,"Block Group 2, Census Tract 406.14, Clayton County, Georgia",95481
1040,1500000US130630406143,130630406143,"Block Group 3, Census Tract 406.14, Clayton County, Georgia",49605
1041,1500000US130630406151,130630406151,"Block Group 1, Census Tract 406.15, Clayton County, Georgia",57596
1042,1500000US130630406161,130630406161,"Block Group 1, Census Tract 406.16, Clayton County, Georgia",36118
1043,1500000US130630406162,130630406162,"Block Group 2, Census Tract 406.16, Clayton County, Georgia",50956
1044,1500000US130630406163,130630406163,"Block Group 3, Census Tract 406.16, Clayton County, Georgia",56484
1045,1500000US130630406171,130630406171,"Block Group 1, Census Tract 406.17, Clayton County, Georgia",33500
1046,1500000US130630406191,130630406191,"Block Group 1, Census Tract 406.19, Clayton County, Georgia",52054
1047,1500000US130630406201,130630406201,"Block Group 1, Census Tract 406.20, Clayton County, Georgia",56763
1048,1500000US130630406211,130630406211,"Block Group 1, Census Tract 406.21, Clayton County, Georgia",58639
1049,1500000US130630406212,130630406212,"Block Group 2, Census Tract 406.21, Clayton County, Georgia",46303
1050,1500000US130630406221,130630406221,"Block Group 1, Census Tract 406.22, Clayton County, Georgia",45409
1051,1500000US130630406222,130630406222,"Block Group 2, Census Tract 406.22, Clayton County, Georgia",31179
1052,1500000US130630406223,130630406223,"Block Group 3, Census Tract 406.22, Clayton County, Georgia",51729
1053,1500000US130639800001,130639800001,"Block Group 1, Census Tract 9800, Clayton County, Georgia",-
1054,1500000US130659701001,130659701001,"Block Group 1, Census Tract 9701, Clinch County, Georgia",22841
1055,1500000US130659701002,130659701002,"Block Group 2, Census Tract 9701, Clinch County, Georgia",35357
1056,1500000US130659701003,130659701003,"Block Group 3, Census Tract 9701, Clinch County, Georgia",16629
1057,1500000US130659701004,130659701004,"Block Group 4, Census Tract 9701, Clinch County, Georgia",22552
1058,1500000US130659701005,130659701005,"Block Group 5, Census Tract 9701, Clinch County, Georgia",53000
1059,1500000US130659702001,130659702001,"Block Group 1, Census Tract 9702, Clinch County, Georgia",44615
1060,1500000US130659702002,130659702002,"Block Group 2, Census Tract 9702, Clinch County, Georgia",15556
1061,1500000US130670301011,130670301011,"Block Group 1, Census Tract 301.01, Cobb County, Georgia",73681
1062,1500000US130670301012,130670301012,"Block Group 2, Census Tract 301.01, Cobb County, Georgia",52381
1063,1500000US130670301013,130670301013,"Block Group 3, Census Tract 301.01, Cobb County, Georgia",80858
1064,1500000US130670301014,130670301014,"Block Group 4, Census Tract 301.01, Cobb County, Georgia",95598
1065,1500000US130670301031,130670301031,"Block Group 1, Census Tract 301.03, Cobb County, Georgia",73403
1066,1500000US130670301032,130670301032,"Block Group 2, Census Tract 301.03, Cobb County, Georgia",74692
1067,1500000US130670301033,130670301033,"Block Group 3, Census Tract 301.03, Cobb County, Georgia",70000
1068,1500000US130670301041,130670301041,"Block Group 1, Census Tract 301.04, Cobb County, Georgia",42367
1069,1500000US130670301042,130670301042,"Block Group 2, Census Tract 301.04, Cobb County, Georgia",47500
1070,1500000US130670301061,130670301061,"Block Group 1, Census Tract 301.06, Cobb County, Georgia",50920
1071,1500000US130670301062,130670301062,"Block Group 2, Census Tract 301.06, Cobb County, Georgia",45054
1072,1500000US130670301063,130670301063,"Block Group 3, Census Tract 301.06, Cobb County, Georgia",43172
1073,1500000US130670301071,130670301071,"Block Group 1, Census Tract 301.07, Cobb County, Georgia",93750
1074,1500000US130670301072,130670301072,"Block Group 2, Census Tract 301.07, Cobb County, Georgia",83861
1075,1500000US130670302091,130670302091,"Block Group 1, Census Tract 302.09, Cobb County, Georgia",99837
1076,1500000US130670302092,130670302092,"Block Group 2, Census Tract 302.09, Cobb County, Georgia",83125
1077,1500000US130670302093,130670302093,"Block Group 3, Census Tract 302.09, Cobb County, Georgia",84095
1078,1500000US130670302141,130670302141,"Block Group 1, Census Tract 302.14, Cobb County, Georgia",89743
1079,1500000US130670302142,130670302142,"Block Group 2, Census Tract 302.14, Cobb County, Georgia",59012
1080,1500000US130670302143,130670302143,"Block Group 3, Census Tract 302.14, Cobb County, Georgia",94265
1081,1500000US130670302151,130670302151,"Block Group 1, Census Tract 302.15, Cobb County, Georgia",132845
1082,1500000US130670302152,130670302152,"Block Group 2, Census Tract 302.15, Cobb County, Georgia",67989
1083,1500000US130670302153,130670302153,"Block Group 3, Census Tract 302.15, Cobb County, Georgia",48208
1084,1500000US130670302154,130670302154,"Block Group 4, Census Tract 302.15, Cobb County, Georgia",72019
1085,1500000US130670302181,130670302181,"Block Group 1, Census Tract 302.18, Cobb County, Georgia",148214
1086,1500000US130670302182,130670302182,"Block Group 2, Census Tract 302.18, Cobb County, Georgia",126118
1087,1500000US130670302191,130670302191,"Block Group 1, Census Tract 302.19, Cobb County, Georgia",102825
1088,1500000US130670302192,130670302192,"Block Group 2, Census Tract 302.19, Cobb County, Georgia",135350
1089,1500000US130670302193,130670302193,"Block Group 3, Census Tract 302.19, Cobb County, Georgia",98157
1090,1500000US130670302194,130670302194,"Block Group 4, Census Tract 302.19, Cobb County, Georgia",102778
1091,1500000US130670302201,130670302201,"Block Group 1, Census Tract 302.20, Cobb County, Georgia",83571
1092,1500000US130670302221,130670302221,"Block Group 1, Census Tract 302.22, Cobb County, Georgia",96378
1093,1500000US130670302222,130670302222,"Block Group 2, Census Tract 302.22, Cobb County, Georgia",75433
1094,1500000US130670302223,130670302223,"Block Group 3, Census Tract 302.22, Cobb County, Georgia",72702
1095,1500000US130670302231,130670302231,"Block Group 1, Census Tract 302.23, Cobb County, Georgia",69864
1096,1500000US130670302232,130670302232,"Block Group 2, Census Tract 302.23, Cobb County, Georgia",58048
1097,1500000US130670302233,130670302233,"Block Group 3, Census Tract 302.23, Cobb County, Georgia",63800
1098,1500000US130670302241,130670302241,"Block Group 1, Census Tract 302.24, Cobb County, Georgia",81410
1099,1500000US130670302242,130670302242,"Block Group 2, Census Tract 302.24, Cobb County, Georgia",50408
1100,1500000US130670302261,130670302261,"Block Group 1, Census Tract 302.26, Cobb County, Georgia",46646
1101,1500000US130670302262,130670302262,"Block Group 2, Census Tract 302.26, Cobb County, Georgia",66959
1102,1500000US130670302263,130670302263,"Block Group 3, Census Tract 302.26, Cobb County, Georgia",106376
1103,1500000US130670302271,130670302271,"Block Group 1, Census Tract 302.27, Cobb County, Georgia",49824
1104,1500000US130670302272,130670302272,"Block Group 2, Census Tract 302.27, Cobb County, Georgia",73897
1105,1500000US130670302273,130670302273,"Block Group 3, Census Tract 302.27, Cobb County, Georgia",49415
1106,1500000US130670302281,130670302281,"Block Group 1, Census Tract 302.28, Cobb County, Georgia",30571
1107,1500000US130670302282,130670302282,"Block Group 2, Census Tract 302.28, Cobb County, Georgia",36184
1108,1500000US130670302283,130670302283,"Block Group 3, Census Tract 302.28, Cobb County, Georgia",74219
1109,1500000US130670302284,130670302284,"Block Group 4, Census Tract 302.28, Cobb County, Georgia",54250
1110,1500000US130670302291,130670302291,"Block Group 1, Census Tract 302.29, Cobb County, Georgia",68125
1111,1500000US130670302292,130670302292,"Block Group 2, Census Tract 302.29, Cobb County, Georgia",49761
1112,1500000US130670302301,130670302301,"Block Group 1, Census Tract 302.30, Cobb County, Georgia",48687
1113,1500000US130670302302,130670302302,"Block Group 2, Census Tract 302.30, Cobb County, Georgia",79132
1114,1500000US130670302312,130670302312,"Block Group 2, Census Tract 302.31, Cobb County, Georgia",80313
1115,1500000US130670302313,130670302313,"Block Group 3, Census Tract 302.31, Cobb County, Georgia",106250
1116,1500000US130670302314,130670302314,"Block Group 4, Census Tract 302.31, Cobb County, Georgia",96728
1117,1500000US130670302321,130670302321,"Block Group 1, Census Tract 302.32, Cobb County, Georgia",109120
1118,1500000US130670302322,130670302322,"Block Group 2, Census Tract 302.32, Cobb County, Georgia",89886
1119,1500000US130670302331,130670302331,"Block Group 1, Census Tract 302.33, Cobb County, Georgia",94083
1120,1500000US130670302332,130670302332,"Block Group 2, Census Tract 302.33, Cobb County, Georgia",93000
1121,1500000US130670302341,130670302341,"Block Group 1, Census Tract 302.34, Cobb County, Georgia",120455
1122,1500000US130670302342,130670302342,"Block Group 2, Census Tract 302.34, Cobb County, Georgia",81480
1123,1500000US130670302351,130670302351,"Block Group 1, Census Tract 302.35, Cobb County, Georgia",99063
1124,1500000US130670302352,130670302352,"Block Group 2, Census Tract 302.35, Cobb County, Georgia",107955
1125,1500000US130670302361,130670302361,"Block Group 1, Census Tract 302.36, Cobb County, Georgia",108409
1126,1500000US130670302362,130670302362,"Block Group 2, Census Tract 302.36, Cobb County, Georgia",139792
1127,1500000US130670302381,130670302381,"Block Group 1, Census Tract 302.38, Cobb County, Georgia",135238
1128,1500000US130670302382,130670302382,"Block Group 2, Census Tract 302.38, Cobb County, Georgia",101250
1129,1500000US130670302391,130670302391,"Block Group 1, Census Tract 302.39, Cobb County, Georgia",95066
1130,1500000US130670302392,130670302392,"Block Group 2, Census Tract 302.39, Cobb County, Georgia",101429
1131,1500000US130670302393,130670302393,"Block Group 3, Census Tract 302.39, Cobb County, Georgia",125500
1132,1500000US130670303101,130670303101,"Block Group 1, Census Tract 303.10, Cobb County, Georgia",47000
1133,1500000US130670303102,130670303102,"Block Group 2, Census Tract 303.10, Cobb County, Georgia",55885
1134,1500000US130670303103,130670303103,"Block Group 3, Census Tract 303.10, Cobb County, Georgia",101691
1135,1500000US130670303104,130670303104,"Block Group 4, Census Tract 303.10, Cobb County, Georgia",64726
1136,1500000US130670303105,130670303105,"Block Group 5, Census Tract 303.10, Cobb County, Georgia",48836
1137,1500000US130670303111,130670303111,"Block Group 1, Census Tract 303.11, Cobb County, Georgia",97266
1138,1500000US130670303112,130670303112,"Block Group 2, Census Tract 303.11, Cobb County, Georgia",103470
1139,1500000US130670303113,130670303113,"Block Group 3, Census Tract 303.11, Cobb County, Georgia",87096
1140,1500000US130670303114,130670303114,"Block Group 4, Census Tract 303.11, Cobb County, Georgia",74508
1141,1500000US130670303121,130670303121,"Block Group 1, Census Tract 303.12, Cobb County, Georgia",88904
1142,1500000US130670303122,130670303122,"Block Group 2, Census Tract 303.12, Cobb County, Georgia",60263
1143,1500000US130670303123,130670303123,"Block Group 3, Census Tract 303.12, Cobb County, Georgia",69706
1144,1500000US130670303124,130670303124,"Block Group 4, Census Tract 303.12, Cobb County, Georgia",68125
1145,1500000US130670303131,130670303131,"Block Group 1, Census Tract 303.13, Cobb County, Georgia",93750
1146,1500000US130670303132,130670303132,"Block Group 2, Census Tract 303.13, Cobb County, Georgia",75552
1147,1500000US130670303133,130670303133,"Block Group 3, Census Tract 303.13, Cobb County, Georgia",60000
1148,1500000US130670303134,130670303134,"Block Group 4, Census Tract 303.13, Cobb County, Georgia",91220
1149,1500000US130670303135,130670303135,"Block Group 5, Census Tract 303.13, Cobb County, Georgia",69879
1150,1500000US130670303141,130670303141,"Block Group 1, Census Tract 303.14, Cobb County, Georgia",124706
1151,1500000US130670303142,130670303142,"Block Group 2, Census Tract 303.14, Cobb County, Georgia",93400
1152,1500000US130670303143,130670303143,"Block Group 3, Census Tract 303.14, Cobb County, Georgia",79704
1153,1500000US130670303181,130670303181,"Block Group 1, Census Tract 303.18, Cobb County, Georgia",135495
1154,1500000US130670303182,130670303182,"Block Group 2, Census Tract 303.18, Cobb County, Georgia",142067
1155,1500000US130670303183,130670303183,"Block Group 3, Census Tract 303.18, Cobb County, Georgia",125714
1156,1500000US130670303191,130670303191,"Block Group 1, Census Tract 303.19, Cobb County, Georgia",118239
1157,1500000US130670303192,130670303192,"Block Group 2, Census Tract 303.19, Cobb County, Georgia",97344
1158,1500000US130670303201,130670303201,"Block Group 1, Census Tract 303.20, Cobb County, Georgia",78603
1159,1500000US130670303202,130670303202,"Block Group 2, Census Tract 303.20, Cobb County, Georgia",140526
1160,1500000US130670303203,130670303203,"Block Group 3, Census Tract 303.20, Cobb County, Georgia",58104
1161,1500000US130670303221,130670303221,"Block Group 1, Census Tract 303.22, Cobb County, Georgia",97143
1162,1500000US130670303222,130670303222,"Block Group 2, Census Tract 303.22, Cobb County, Georgia",96563
1163,1500000US130670303241,130670303241,"Block Group 1, Census Tract 303.24, Cobb County, Georgia",78250
