Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
1500000US130950114001,130950114001,"Block Group 1, Census Tract 114, Dougherty County, Georgia",1260,220,1232,212,28,31
1500000US130950114002,130950114002,"Block Group 2, Census Tract 114, Dougherty County, Georgia",471,108,467,107,4,8
1500000US130950116001,130950116001,"Block Group 1, Census Tract 116, Dougherty County, Georgia",1547,306,1494,312,53,52
1500000US130950116002,130950116002,"Block Group 2, Census Tract 116, Dougherty County, Georgia",497,250,418,221,79,92
1500000US130970801021,130970801021,"Block Group 1, Census Tract 801.02, Douglas County, Georgia",1889,650,1571,604,318,248
1500000US130970801022,130970801022,"Block Group 2, Census Tract 801.02, Douglas County, Georgia",5492,720,5139,677,353,229
1500000US130970801031,130970801031,"Block Group 1, Census Tract 801.03, Douglas County, Georgia",1459,490,1459,490,0,13
1500000US130970801032,130970801032,"Block Group 2, Census Tract 801.03, Douglas County, Georgia",1633,540,1485,528,148,170
1500000US130970801033,130970801033,"Block Group 3, Census Tract 801.03, Douglas County, Georgia",1094,393,1019,360,75,129
1500000US130970801034,130970801034,"Block Group 4, Census Tract 801.03, Douglas County, Georgia",2769,789,2008,748,761,396
1500000US130970802011,130970802011,"Block Group 1, Census Tract 802.01, Douglas County, Georgia",750,325,737,323,13,21
1500000US130970802012,130970802012,"Block Group 2, Census Tract 802.01, Douglas County, Georgia",3188,752,2101,575,1087,644
1500000US130970802013,130970802013,"Block Group 3, Census Tract 802.01, Douglas County, Georgia",1873,567,1627,529,246,271
